English,French,German,Arabic
Konsole was started before desktop effects were enabled. You need to restart Konsole to see transparent background.,Konsole a été démarré avant que les effets de bureau soient actifs. Vous devez redémarrer Konsole pour utiliser l'arrière-plan transparent.,"Konsole wurde gestartet, bevor die Desktop-Effekte aktiviert waren. Sie müssen Konsole neu starten, damit der Hintergrund transparent wird.",بدء كونسول قبل أن تُفعّل تأثيرات سطح المكتب. عليك إعادة تشغيل كونسول لتعيين خلفية شفّافة.
Kurt Hindenburg,Kurt Hindenburg,Kurt Hindenburg,Kurt Hindenburg
Large,Grand,Groß,كبير
Lars Doelle,Lars Doelle,Lars Doelle,Lars Doelle
Lars Knoll,Lars Knoll,Lars Knoll,Lars Knoll
Last Used Tabs,Derniers onglets utilisés,Zuletzt verwendete Unterfenster,آخر لسان مستعمل
Last Used Tabs (Reverse),Derniers onglets utilisés (ordre inverse),Zuletzt verwendete Unterfenster (rückwärts),آخر لسان مستعمل (معكوس)
Left,Gauche,Links,يسار
Limit the remembered output to a fixed number of lines,Limiter la sortie enregistrée à un nombre maximal de lignes,Begrenzt den Verlaufsspeicher auf eine feste Anzahl Zeilen.,حد المخرجات المتذكرة بعدد ثابت من الأسطر
Line Numbers:,Numéros de lignes :,Zeilennummern,أرقام الأسطر:
Line numbers,Numéros de lignes,Zeilennummern,أرقام الأسطر
Line spacing:,Espacement des lignes :,Zeilenabstand:,تباعد الأسطر:
"Lines are always LTR, rather than determined by first strong character","Les lignes sont toujours considérées de gauche à droite (LTR), plutôt que déterminé par un premier caractère en majuscule.","Zeilen sind immer LTR, statt durch das erste starke Zeichen bestimmt",السطور دائمًا من اليسار إلى اليمين، بدلاً من تحديدها بواسطة الحرف الأول القوي
Linux Colors,Couleurs Linux,Linux-Farben,ألوان لينكس
Linux console,Console Linux,Linux-Konsole,لوحة تحكم لينكس
List all the profile properties names and their type (for use with -p),"Lister tous les noms des propriétés du profil, ainsi que leurs types (à utiliser avec « -p »)",Die Namen aller Profil-Eigenschaften inklusive ihres Typs anzeigen (zur Verwendung mit -p),اعرض لائحة بكل أسماء خصائص الأوضاع وأنواعها (لتستخدم مع p-)
List the available profiles,Lister les profils disponibles,Die verfügbaren Profile anzeigen,قائمة التشكيلات المتوفرة
Load Tab Layout,Charger une disposition d'onglets,Unterfenster-Layout laden,حمّل تخطيط الألسن
Load Tab Layout...,Charger une disposition d'onglets...,Unterfenster-Layout laden ...,حمّل تخطيط الألسن…
Load a new tab with layout 1x2 terminals,Charger un nouvel onglet avec une disposition en 1 x 2 terminaux,Neues Unterfenster mit 1x2 Terminals laden,حمّل لسان جديد بتخطيط طرفيات 1×2
Load a new tab with layout 2x1 terminals,Charger un nouvel onglet avec une disposition en 2 x 1 terminaux,Neues Unterfenster mit 2x1 Terminals laden,حمّل لسان جديد بتخطيط طرفيات 2×1
Load a new tab with layout 2x2 terminals,Charger un nouvel onglet avec une disposition en 2 x 2 terminaux,Neues Unterfenster mit 2x2 Terminals laden,حمّل لسان جديد بتخطيط طرفيات 2×2
Local Host: %h,Hôte local : %h,Lokaler Rechner: %h,المضيف المحلي: %h
Lotzi Boloni,Lotzi Boloni,Lotzi Boloni,Lotzi Boloni
MB,Mo,,م.بايت
Main Toolbar,Barre principale d'outils,Haupt-Werkzeugleiste,شريط الأدوات الرّئيسيّ
"Major refactoring, bug fixes and major improvements","Remaniement majeur, correction de bogues et améliorations majeures","Umfangreiche Überarbeitungen, Fehlerkorrekturen und wesentliche Verbesserungen",إعادة هيكلة كبرى وإصلاحات أخطاء وتحسينات كبيرة
Make the cursor blink regularly,Faire clignoter le curseur régulièrement,Lässt den Cursor regelmäßig blinken,اجعل المؤشر يومض بانتظام
Manage Profiles...,Gérer les profils...,Profile verwalten ...,أدر التشكيلات...
Manage profile,Gérer un profil,Profil verwalten,أدر التشكيلة
Margins:,Marges :,Ränder:,الهوامش:
Mariusz Glebocki,Mariusz Glebocki,Mariusz Glebocki,Mariusz Glebocki
Marking improvements,Améliorations marquantes,Grundlegende Verbesserungen,تحسينات التأشير
Martin Jones,Martin Jones,Martin Jones,Martin Jones
Martin T. H. Sandsmark,Martin T. H. Sandsmark,Martin T. H. Sandsmark,Martin T. H. Sandsmark
Match current character,Correspondance du caractère actuel,Der aktuellen Zeichenfarbe anpassen,طابق المحرف الحالي
Match regular expression,Correspond à une expression rationnelle,Regulären Ausdruck verwenden,طابق التعابير النمطية
Match using regular expressions,Correspondance utilisant les expressions rationnelles,Regulären Ausdruck für Übereinstimmung verwenden,طابق باستخدام التعابير النمطية
Matthias Ettrich,Matthias Ettrich,Matthias Ettrich,Matthias Ettrich
Maximize terminal,Maximiser le terminal,Terminal maximieren,كبّر الطرفية
Medium,Moyen,Mittel,متوسط
Memory,Mémoire,,الذاكرة
Memory limit:,Limite de mémoire :,,حدّ الذّاكرة:
Meta,Méta,Meta,Meta
Middle-click pastes:,Action du clic du bouton du central :,Dreifachklick fügt ein:,إلصاق بالنّقر بالوسط:
Miscellaneous,Divers,Verschiedenes,متنوّع
Miscellaneous:,Divers :,Verschiedenes:,متنوّع:
Missing Folder,Dossier manquant,Fehlender Ordner,المجلد مفقود
Missing Hostname,Nom d'hôte manquant,Fehlender Rechnername,اسم المضيف مفقود
Missing Name,Nom manquant,Fehlender Name,الاسم مفقود
Monitor for &Activity,Surveiller l'&activité,Auf A&ktivität überwachen,راقب الن&شاط
Monitor for &Prompt,Surveiller l'apparition du &prompt,Auf A&ktivität überwachen,الشاشة لل&محث
Monitor for &Silence,&Surveiller l'inactivité,Auf &Inaktivität überwachen,مراقبة الس&كون
Monitor for Process Finishing,Surveiller la clôture du processus,Auf Prozessende überwachen,راقب لانتهاء العملية
Mouse,Souris,Maus,الفأرة
Mouse click in input line moves cursor,Un clic de souris dans la ligne de saisie déplace le curseur,Mausklick in die Eingabezeile bewegt den Cursor,عندما تنقر الفأرة على سطر الإدخال تحرك المؤشر
Mouse hover plus,Survol avec la souris plus,Mauskontakt und:,تمرير الفأرة زائد
Mouse scroll wheel will emulate up/down key presses in programs that use the Alternate Screen buffer (e.g. less),La molette de la souris émulera l'utilisation des touches haut et bas dans les programmes utilisant un tampon sur un écran alternatif (par exemple less),"Das Mausrad emuliert die Tastendrücke Pfeil aufwärts/Pfeil abwärts in Programmen wie zum Beispiel „less“, die den alternativen Bildschirmpuffer verwenden",ستحاكي عجلة تمرير الفأرة ضغطات المفاتيح لأعلى / لأسفل في البرامج التي تستخدم المخزن المؤقت للشاشة البديلة (على سبيل المثال less)
Move tab to the left,Déplacer l'onglet vers la gauche,Unterfenster nach links verschieben,حرك اللسان لليسار
Move tab to the right,Déplacer l'onglet vers la droite,Unterfenster nach rechts verschieben,حرك اللسان لليمين
Move terminal to new tab,Déplacer le terminal vers un nouvel onglet,Terminalfenster in neues Unterfenster verschieben,انقل الطرفية للسان جديد
Name,Nom,Name,الاسم
Name of profile to use for new Konsole instance,Nom du profil à utiliser pour une nouvelle instance de Konsole,Name des Profils für neue Konsole-Sitzungen,اسم تشكيلة  لتستخدمها نسخة كونسول الجديدة
Nate Graham,Nate Graham,Nate Graham,Nate Graham
Never,Jamais,Niemals,البتة
New &Window,Nouvelle &fenêtre,Neues &Fenster,&نافذة جديدة
New Color Scheme,Nouveau modèle de couleurs,Neues Farbschema,نسق ألوان جديد
New Key Binding List,Nouvelle liste de correspondance des touches,Neue Tasten-Zuordnungsliste,قائمة مفاتيح ربط جديدة
New...,Nouveau...,Neu ...,جديد...
Next,Suivant,Weiter,التّالي
Next Profile,Profil suivant,Profil bearbeiten,التّشكيلة التّالية
Next Tab,Onglet suivant,Nächstes Unterfenster,لسان جديد
No keyboard translator available.  The information needed to convert key presses into characters to send to the terminal is missing.,Aucune conversion de clavier disponible. Les informations nécessaires pour convertir des appuis de touches en caractères pour envoi au terminal sont manquantes.,"Keine Tastaturübersetzung verfügbar. Es fehlen die Informationen, wie gedrückte Tasten in Buchstaben umgewandelt werden können, die dann an das Terminal gesendet werden.",لا يوجد مترجم لوحة المفاتيح. معلومات تحويل ضغط المفتاح إلى المحرف -ليرسلها إلى الطرفية - مفقودة.
No plugins available,Aucun module externe disponible,Keine Module verfügbar,لا يوجد ملحقات
No quick commands found. You can add one on Plugins -> Quick Commands,Aucune commande rapide trouvée. Vous pouvez en ajouter une avec le menu Modules externes / Commandes rapides.,,لم يعثر على أوامر سريعة. يمكنك إضافة واحدة من ملحقات -> أوامر سريعة
No saved SSH config found. You can add one on Plugins -> SSH Manager,Aucune configuration « SSH » enregistrée n'a été trouvée. Vous pouvez en ajouter une avec le menu Modules externes / Gestionnaire « SSH ».,,لم يعثر على ملف SSH محفوظ. يمكنك أن تضيف واحدة من ملحقات -> مدير SSH
No wrap,Aucun retour à la ligne,,دون لف
NoFlip,Aucun basculement,Kein spiegeln,بدون عكس
NoScaling,Aucun dimensionnement,Kein Skalieren,بدون تكبير
None,Aucun,Keine,بلا
Normal tab title format,Format du titre d'un onglet normal,Beschriftungsformat für normale Unterfenster,التنسيق عناوين الألسنة العادية
Notifications:,Notifications :,Benachrichtigungen:,الإخطارات:
Number,Numéro,Nummer,الرقم
"Number URL hints in reverse, starting from the bottom","Numéroter les informations URL en sens inverse, en commençant par le bas",Nummerierung der URL-Hinweise in umgekehrter Reihenfolge wobei von unten begonnen wird,رقّم تلميحات العنوان بالعكس بدءا من الأسفل.
Number of lines of output to remember,Nombre de lignes de la sortie à mémoriser,"Die Anzahl Zeilen, die der Verlaufsspeicher vorhalten soll.",عدد الأسطر التي سيتم تذكرها من المخرجات
On &the tab bar,Sur la barre d'ongle&ts,Auf der Unterfens&terleiste,على &شريط الألسنة
On ea&ch tab,Sur &chaque onglet,&In jedem Unterfenster,&على كل لسان
One environment variable per line,Une variable d'environnement par ligne,Eine Umgebungsvariable je Zeile,متغير بيئة واحد لكل سطر جديد
One-Shot Monitors,Surveillances ponctuelles,,شاشات طلقة واحدة
Open Current Folder With,Ouvrir le dossier courant avec,Aktuellen Ordner öffnen mit,افتح المجلد الحالي بـ
Open File Manager,Ouvrir le gestionnaire de fichiers,Dateiverwaltung öffnen,افتح مدير الملفات
Open Link,Ouvrir le lien,Verknüpfung öffnen,افتح الوصلة
Open a new tab,Ouvrir un nouvel onglet,Neues Unterfenster öffnen,افتح لسانًا جديدًا
Open files/links by direct click,Ouvrir des fichiers et des liens directement avec un clic,Dateien/Verknüpfungen mit direktem Klick öffnen,افتح الملفات/الروابط بنقرة مباشرة
Original author,Auteur originel,Ursprünglicher Autor,المؤلّف الأصلي
Output,Sortie,Ausgabe,المخرجات
Output Options,Options de sortie,Optionen für die Ausgabe,خيارات الإخراج
Output:,Sortie :,Ausgabe:,الناتج:
Override wcwidth,Contourner « wcwidth »,,تجاوز wcwidth
Part Info,Informations sur le composant,Part-Information,معلومات الجزء
Paste &without control characters,Coller &sans les caractères de contrôle,&Ohne Kontrollzeichen einfügen,ألصق &بدون أحرف التحكم
Paste Selection,Coller la sélection,Auswahl einfügen,ألصق المحدد
Percent,Pourcentage,Prozent,في المائة
Peter Silva,Peter Silva,Peter Silva,Peter Silva
Please fix all the warnings before trying to run this script,Veuillez corriger tous les avertissements de tenter de lancer ce script.,"Bitte beheben Sie alle Warnungen, bevor Sie versuchen, das Skript auszuführen",الرجاء إصلاح جميع التحذيرات قبل محاولة تشغيل هذا السكربت
Plugins,Modules externes,Module,القوابس
Plugins - Quick Commands,Modules externes - Commandes rapides,Module - Schnellbefehle,ملحقات - الأوامر السريعة
Plugins - SSH Manager,Modules externes - Gestionnaire « SSH »,Module - SSH-Verwaltung,محلقات - مدير SSH
Port,Port,Port,المنفذ
Position:,Position :,Position:,الموقع:
Pressing Ctrl+scrollwheel will increase/decrease the text size.,Un appui sur « Ctrl » + molette de la souris permettra d'augmenter / diminuer la taille du texte.,Mit der Taste Strg und dem Mausrad kann die Schriftgröße verkleinert und vergrößert werden.,ضغط المفتاح Ctrl مع استخدام عجلة التمرير سيزيد/ينقص حجم الخط.
Preview Colors on hover,Afficher un aperçu des couleurs au survol,Vorschau der Farben beim Überfahren,عاين الألوان عند الحوم
Previous,Précédent,Zurück,السابق
Previous Profile,Profil précédent,Vorheriges Unterfenster,التّشكيلة السّابقة
Previous Tab,Onglet précédent,Vorheriges Unterfenster,اللسان السابق
"Previous maintainer, ported to KDE4","Mainteneur précédent, portage vers KDE 4","Vorheriger Betreuer, Portierung auf KDE 4",المدير السابق، نُقِلَت إلى كِيدِي 4.
Print Shell,Imprimer le terminal,Shell drucken,صَدفة الطباعة
"Printer &friendly mode (black text, no background)","Mode &compatible de l'impression (texte en noir, pas de fond)",Druck&freundlicher Modus (schwarzer Text ohne Hintergrund),نمط الا&قتصادي (كتابة بالأسود ، لا خلفية )
Process and window:,Processus et fenêtre :,Prozess und Fenster:,العملية والنافذة:
Profile,Profil,Profil,التشكيلة
Profile %1,Profil %1,Profil #%1,التشكيلة %1
Profile Name was empty; please set a name to be able to save settings.,Le nom du profil était vide. Veuillez définir un nom pour avoir la possibilité d'enregistrer les paramètres.,"Der Name des Profils ist leer. Bitte geben Sie einen Namen ein, damit die Einstellungen gespeichert werden können.",اسم التشكيلة كان فارغًا؛ يرجى تعيين اسم لتتمكن من حفظ الإعدادات.
Profile name,Nom du profil,Profilname,اسم اللاحة
Profile name exceeded maximum allowed length (%1).,Le nom du profil a dépassé la longueur maximale autorisée (%1).,,اسم التشكيلة تجاوزت الحد الأقصى المسموح (%1).
Profiles,Profils,Profile,التّشكيلات
Program '%1' crashed.,Le programme « %1 » s'est terminée d'une manière inattendue.,Das Programm „%1“ ist abgestürzt.,انهار البرنامج '%1' .
Program '%1' exited with status %2.,Le programme « %1 » s'est terminé avec l'état « %2 ».,Das Programm „%1“ wurde mit Status %2 beendet.,البرنامج '%1' خرج بالحالة %2.
Program Name: %n,Nom du programme : %n,Programmname: %n,اسم البرنامج: %n
Put new tabs:,Mettre les nouveaux onglets :,Neue Unterfenster:,ضع الألسنة الجديدة:
Quick Commands,Commandes rapides,Schnellbefehle,الأوامر السريعة
Randomly adjust colors for each session,Ajuster les couleurs de manière aléatoire pour chaque session,Zufällige Farbanpassung für jede Sitzung,اضبط الألوان بشكل عشوائي لكل جلسة
Read-Only,Lecture seule,Nur lesen,للقراءة فقط
Red error background:,Arrière-plan rouge d'erreurs :,Hintergrund verwischen,خلفية خطأ حمراء:
Red error bars:,Barres rouges d'erreurs :,,أشرطة خطأ حمراء:
Red on Black,Rouge sur noir,Rot auf Schwarz,أحمر على أسود
Reflow Lines:,Reformater les lignes :,Zeilen neu umbrechen:,إعادة دفق السطور:
Reflow lines when terminal resizes,Reformater les lignes quand le terminal change de taille,Zeilen bei Größenänderung des Terminals neu umbrechen,إعادة دفق السطور عند تغيير حجم الطرفية
Remember all output produced by the terminal,Conserver toute la sortie générée par le terminal,Alle Ausgaben des Terminals im Verlaufsspeicher vorhalten,تذكر كل المخرجات الصادرة من الطرفية
Remember window size,Mémoriser la taille de la fenêtre,Fenstergröße speichern,تذكر حجم النافذة
Remote Host (Long): %H,Hôte distant (long) : %H,Entfernter Rechner (Langform): %H,المضيف البعيد (طويل): %H
Remote Host (Short): %h,Hôte distant (court) : %h,Entfernter Rechner (Kurzform): %h,المضيف البعيد (قصير): %h
Remote tab title format:,Format d'un titre d'onglet distant :,Beschriftungsformat für Fernzugriffs-Unterfenster:,تنسيق عناوين الألسنة البعيدة:
Remove,Supprimer,Entfernen,أزل
Remove window titlebar and frame,Enlever la barre de titre et les bordures,Titelleiste und Rahmen des Fensters entfernen,أزل إطار النافذة و شريط العنوان
Rename,Renommer,Umbenennen,أعد التسمية
Render words of ASCII characters together,Effectuer un rendu de mots incluant aussi des caractères « ASCII »,,اعرض كلمات محارف أسكي ASCII معا
Render words of Brahmic scripts characters together,Effectuer un rendu de mots incluant aussi des caractères brahmaniques de script,,اعرض الكلمات النصوص البراهمية معاً
Require Ctrl key for drag && drop,Utiliser la touche « Ctrl » pour un glisser-déposer,Ziehen und Ablegen (Drag and Drop) nur mit Strg-Taste,تطلب ضغط المفتاح Ctrl للسحب والإفلات
Reset Font Size,Réinitialiser la taille de la police,Schriftgröße zurücksetzen,صفّر حجم الخط
Reset the selected color scheme settings to the default values,Revenir aux valeurs par défaut pour les paramètres de couleur.,Das ausgewählte Farbschema auf seine Standardwerte zurücksetzen,أعد تعيين إعدادات تشكيلة الألوان المحددة إلى القيم المبدئية
Reset the selected key bindings scheme to its default values,Réinitialiser le modèle de combinaisons de touches sélectionné aux valeurs par défaut,Das ausgewählte Tasten-Zuordnungsschema auf seine Standardwerte zurücksetzen,أعد تعيين تشكيلة ربط المفاتيح المحددة إلى قيمه المبدئية
Restore terminal,Restaurer le terminal,Terminal wiederherstellen,استعد الطّرفيّة
Reverse URL hint numbering,Inverser la numérotation des informations URL,Umgekehrte Nummerierung der URL-Hinweise,الترقيم العكسي لتلميحة العنوان
Ri&ght side,Côté &droit,Rechte Seite,الجانب الي&مين
Robert Knight,Robert Knight,Robert Knight,Robert Knight
Run,Exécuter,Ausführen,شغّل
Run all Konsole windows in a single process,Exécuter toutes les fenêtres Konsole dans un processus unique,Alle Konsole-Fenster in einem einzigen Prozess laufen lassen,شغّل كل نوافذ كونسول على عملية واحدة
Run in a separate process,Exécuter dans un processus distinct,In getrenntem Prozess ausführen,نفِّذ في عملية منفصلة
S&crollback,&Historique,&Verlauf,&مرر للخلف
SGI port,Portage SGI,SGI-Portierung,النقل إلى SGI
SSH Config,Configuration « SSH »,SSH-Konfiguration,ضبط SSH
SSH Entries,Entrées « SSH »,SSH-Einträge,مدخلات SSH
SSH Hostname,Nom d'hôte SSH,SSH-Rechnername,اسم مضيف SSH
SSH Key,Clé SSH,SSH-Schlüssel,مفتاح SSH
SSH Manager,Gestionnaire de clés SSH,SSH-Verwaltung,مدير SSH
Save,Enregistrer,Speichern,احفظ
Save Output &As...,Enregistrer l&a sortie sous...,Ausgabe speichern &als ...,احفظ ال&مخرجات كـ ...
Save Output From %1,Enregistrer la sortie de %1,Ausgabe von %1 speichern,احفظ مخرجات من %1
Save Tab Layout,Enregistrer une disposition d'onglets,Unterfenster-Layout speichern,احفظ تخطيط الألسنة
Save Tab Layout...,Enregistrer une disposition d'onglets...,Unterfenster-Layout speichern ...,احفظ تخطيط الألسنة…
Save ZModem Download to...,Enregistrer le téléchargement de ZModem à...,ZModem-Download speichern unter ...,احفظ تحميل ZModem إلى ...
Schema and text selection improvements,Améliorations de la sélection de texte et du modèle,Farbschema- und Verbesserungen bei der Auswahlfunktion,تحسينات في المخططات و إنتقاء النص
Scheme %1 failed to load.,Impossible de charger le modèle %1.,Das Schema %1 kann nicht geladen werden.,فشل تحميل التشكيلة %1.
Scroll Page Up/Down:,Monter/descendre d'une page :,Blättern mit den Tasten Bild auf/Bild ab:,مقدار التمرير لأعلى/لأسفل:
Scroll the page the full height of window,Faire défiler la page d'un hauteur complète de la fenêtre,Seite um eine ganze Fensterhöhe blättern,مرِّر الصفحة بكامل ارتفاع النافذة
Scroll the page the half height of window,Faire défiler la page d'une demi-hauteur de la fenêtre,Seite um eine halbe Fensterhöhe blättern,مرِّر الصفحة نصف ارتفاع النافذة
Scrollback file location:,Emplacement des fichiers d'historique :,Speicherort für Verlaufsdatei:,موقع ملف التمرير الخلفي:
Scrollback:,Historique :,Verlauf:,التمرير الخلفي:
Scrollbar position:,Position de la barre de défilement :,Bildlaufleisten-Position:,مكان شريط التمرير:
Scrolling,Barre de défilement,Bildlaufleiste,التمرير
Search Tabs,Rechercher des onglets,Unterfenster &verselbständigen,ابحث في الألسنة
Search backwards,Chercher en arrière,Rückwärts suchen,ابحث بالعكس
Search for '%1' with,Rechercher « %1 » avec,Nach „%1“ suchen mit,ابحث عن '%1' بـ
Search for the current search phrase from the bottom,Recherchez la phrase actuelle de recherche à partir du bas,Nächstes Vorkommen des Suchtextes von unten finden,ابحث عن عبارة البحث الحالية من الأسفل
Search for the current search phrase from the top,Recherchez la phrase actuelle de recherche à partir du haut,Nächstes Vorkommen des Suchtextes von oben finden,ابحث عن عبارة البحث الحالية من الأعلى
Search highlighting line opacity:,Opacité de la ligne de surbrillance de la recherche :,,تعتيم خط تمييز البحث:
Search is case sensitive,La recherche tient compte de la casse,Suche beachtet Groß-/Kleinschreibung,البحث حساس لحالة الأحرف
Search stops instead of wrapping,La recherche se termine plutôt que de continuer sur la ligne suivante.,,سيتوقف البحث عوضا عن اللف
Search...,Rechercher...,Suchen:,ابحث...
Search:,Chercher :,Suchen:,ابحث:
Select &Line,Sélectionner la &ligne,Zei&le auswählen,انتقِ &خطًّا
Select &Mode,Sélectionnez un &mode,Auswahl&modus,&نمط التحديد
Select All,Tout sélectionner,Alle auswählen,اختر الكل
Select Files for ZModem Upload,Sélectionner les fichiers pour le chargement de « ZModem »,Wählen Sie Dateien für den ZModem-Upload,اختر ملفات لرفع  ZModem
Select Initial Directory,Sélectionner le dossier initial,Wählen Sie den Startordner,اختر دليل مبدئي
Select font,Sélectionner une police,Schriftart auswählen,اختر خط
Select the color used to draw the border,Sélectionner la couleur utilisée pour dessiner la bordure,Wählen Sie die Farbe für den Cursor,اختر لون الذي سيرسم به الحد
Select the color used to draw the character underneath the cursor,Sélectionner la couleur utilisée pour dessiner le caractère sous le curseur,Wählen Sie die Farbe für das Zeichen unter dem Cursor,اختر لون الذي سيرسم به المحرف تحت المؤشر
Select the color used to draw the cursor,Sélectionner la couleur utilisée pour dessiner le curseur,Wählen Sie die Farbe für den Cursor,اختر لون الذي سيرسم به  المؤشر
Select the icon displayed on tabs using this profile,Sélectionner l'icône affichée dans les onglets utilisant ce profil,Wählen Sie das Unterfenster-Symbol für dieses Profil.,اختر أيقونة لتعرض على الألسنة التي تستعمل هذه التشكيلة
Select wallpaper image file,Sélectionner l'image du fond d'écran,Wählen Sie ein Hintergrundbild,اختر ملف صورة الخلفية
Selected text will require control key plus click to drag.,Le texte sélectionné utilisera la touche « Ctrl » plus un clic pour effectuer un glisser.,Zum Ziehen und Ablegen von ausgewähltem Text muss die Taste Strg gedrückt werden.,النص المحدد سيتطلب زر تحكم إضافة إلى نقرة للسحب
Semantic Integration,Interaction sémantique,Semantische Integration,التكامل الدلالي
Semantic hints,Astuces sémantiques,Semantische Hinweise,التلميحات الدلالية
Semantic hints:,Astuces sémantiques :,Semantische Hinweise:,تلميحات الدلالية:
Send Email To...,Envoyer un courrier électronique à...,E-Mail senden an ...,أرسِل بريد الإلكتروني إلى....
Send Signal,Envoyer un signal,Signal senden,أرسل إشارة
Session Number: %#,Numéro de session :  % #,Sitzungsnummer: %#,رقم الجلسة: %#
Session Toolbar,Barre d'outils de session,Sitzungs-Werkzeugleiste,شريط أدوات الجلسة
Set &Encoding,Définir l'&encodage,&Kodierung festlegen,عيّن ال&تشفير
Set interval between autosaves:,Définir l'intervalle entre enregistrements automatiques :,,عيّن الفاصل الزمني بين الحفظ التلقائي:
Set the cursor to match the color of the character underneath it.,Définit la couleur du curseur pour correspondre au caractère qu'il surligne.,Passt die Cursor-Farbe der des darunterliegenden Zeichens an.,اجعل المؤشر يطابق لون المحرف الذي تحته
Set the initial working directory of the new tab or window to 'dir',Définir le dossier initial de travail pour un nouvel onglet ou fenêtre à « dossier »,Arbeitsordner der Konsole für das neue Fenster oder Unterfenster zu Ordner „dir“ ändern,ضع دليل عمل مبدئي للسان الجديد أو النافذة إلى 'dir'
Set the selected profile as the default for new terminal sessions,Définir le profil sélectionné comme profil par défaut des nouvelles sessions de terminal,Das ausgewählte Profil als Voreinstellung für neue Terminalsitzungen festlegen,اضبط التشكيلة المحددة على أنها الافتراضية لجلسات الطرفية الجديدة
Sets the width of the thumbnail,Définit la largeur de la vignette,Legt die Breite der Vorschau fest,تحدد عرض المصغرة
Sets whether matching text should be highlighted,Définit si le texte en correspondance doit être mis en évidence,"Legt fest, ob der gefundene Text hervorgehoben werden soll",اختر إذا ما كنت تريد إبراز النص المتطابق
Sets whether search should start from the bottom,Définit si la recherche doit se faire ou non à partir du bas,"Legt fest, ob die Suche von unten beginnen soll",حدِّد ما إذا كان يجب بدء البحث من الأسفل
Sets whether search should stop instead of wrapping,Définit si la recherche doit se terminer plutôt que de continuer sur la ligne suivante,"Legt fest, ob die Suche von unten beginnen soll",حدِّد ما إذا كان يجب أن يتوقف البحث بدلاً من الالتفاف
Sets whether the search is case sensitive,Définit si la recherche doit tenir compte de la casse,"Legt fest, ob die Suche Groß-/Kleinschreibung beachten soll",اختر إذا ما كانت حالة الأحرف حساسة
Settings,Configuration,Einstellungen,الإعدادات
Setup semantic integration (bash),Paramétrer l'intégration sémantique (bash),Semantische Integration einrichten (bash),ضبط التكامل الدلالي (باش)
Shape:,Forme :,Form:,الشكل:
Shell Errors,Erreurs du shell,Shell-Fehler,أخطاء شل
Shift,Majuscule,Umschalttaste,Shift
Shortcut,Raccourci,Kurzbefehl,الاختصار
Shortcut for peeking the primary screen:,Raccourci pour identifier l'écran primaire :,Kurzbefehl für das Anzeigen des primären Bildschirms:,اختصار لإلقاء نظرة خاطفة على الشاشة الرئيسية:
Shortcut:,Raccourci :,Kurzbefehl:,الاختصار:
Show 'New Tab' button,Afficher le bouton « Nouvel onglet »,Knöpfe „Neues Unterfenster“ anzeigen,أظهر زرّا  'لسان جديد'
Show Close Tab button:,Afficher le bouton « Fermer l'onglet » :,Knopf zum Unterfenster schließen anzeigen,أظهر زر إغلاق اللسان:
Show Header:,Afficher l'en-tête :,Titelzeile anzeigen:,أظهر التّرويسة:
Show Quick Access,Afficher un accès rapide,Schnellzugriff anzeigen,أظهر الوصول السريع
Show Quick Access for SSH Actions,Afficher un accès rapide pour les actions « SSH »,,أظهر الوصول السريع لإجراءات SSH
Show Quick Commands,Afficher les commandes rapides,Schnellbefehle anzeigen,أظهر الأوامر السريعة
Show SSH Manager,Afficher le gestionnaire de clés SSH,SSH-Verwaltung anzeigen,أظهر مدير SSH
Show Search Tabs button:,Afficher le bouton « Rechercher des onglets » :,Knopf zum Unterfenster schließen anzeigen,أظهر زر ابحث في الألسنة:
Show all fonts,Afficher toutes les polices,Alle Schriftarten anzeigen,اعرض كلّ الخطوط
Show entries that don't match the filter,Afficher les entrées ne correspondant pas au filtre,"Einträge anzeigen, die nicht mit dem Filter übereinstimmen",أعرض المدخلات التي لا تطابق المرشح
Show hint for terminal size after resizing,Afficher les conseils de taille de terminal après un redimensionnement,Hinweis zur Größe des Terminals nach einer Größenänderung anzeigen,أظهر تلميح لحجم الطرفية بعد تغيير الحجم
Show session,Afficher une session,Sitzung anzeigen,اعرض الجلسة
Show terminal size in columns and lines in the center of window after resizing,Afficher la taille du terminal en lignes et en colonnes au centre de la fenêtre après un redimensionnement,Größe des Terminals in Spalten und Zeilen nach einer Größenänderung mittig im Fenster anzeigen,أظهر حجم الطرفية كأعمدة وصفوف في وسط النافذة بعد تغيير الحجم
"Show the menubar, overriding the default setting",Afficher la barre de menus en écrasant la configuration par défaut,Menüleiste entgegen der Voreinstellung anzeigen,أظهر شريط القوائم، متجاوزًا الإعداد الافتراضي
Show the scroll bar on the left side of the terminal window,Afficher la barre de défilement sur le côté gauche de la fenêtre de terminal,Zeigt die Bildlaufleiste auf der linken Seite des Terminalfensters an,اعرض شريط التمرير على يسار نافذة الطرفية
Show the scroll bar on the right side of the terminal window,Afficher la barre de défilement sur le côté droit de la fenêtre de terminal,Zeigt die Bildlaufleiste auf der rechten Seite des Terminalfensters an,اعرض شريط التمرير على يمين نافذة الطرفية
"Show the tabbar, overriding the default setting",Afficher la barre des onglets en écrasant la configuration par défaut,Unterfensterleiste entgegen der Voreinstellung anzeigen,أظهر شريط الألسنة، متجاوزًا الإعداد الافتراضي
