English,French,German,Arabic
Document,Document,Dokument,المستند
Document to open,Document à ouvrir,Zu öffnendes Dokument,المستند لفتحه
Documentation,Documentation,Dokumentation,التوثيق
Dolphin,Dolphin,Dolphin,دولفين
Dolphin Toolbar,Barre d'outils de Dolphin,Dolphin-Werkzeugleiste,شريط أدوات دولفين
"Dolphin does not support web pages, the web browser has been launched","Dolphin ne prend pas en charge les pages web, le navigateur a été lancé",Dolphin unterstützt keine Webseiten; der Webbrowser wurde gestartet.,لا يدعم دولفين صفحات الوِب، أُطلِق متصفّح الوِب
Dolphin must be restarted to apply the updated version control system settings.,Dolphin doit être redémarré pour appliquer la configuration mise à jour pour le système de contrôle de version.,"Sie müssen Dolphin neu starten, um die Änderungen an den Einstellungen zu Versionsverwaltungssystemen anzuwenden.",يجب أن يُعاد تشغيل دولفين لتُطبَّق إعدادات أنظمة التحكّم بالإصدارات المُحدَّثة.
"Dolphin will add file system metadata to folders you change view properties for. If that is not possible, a hidden .directory file is created instead.","Dolphin ajoutera des métadonnées concernant le système de fichiers aux dossiers dont vous avez modifier les propriétés d'affichage. Si cela est impossible, un fichier masqué « .directory » est créé à la place.","Dolphin schreibt Dateisystem-Metainformationen für Ordner, in denen Sie die Ansichtsoptionen ändern. Wenn dies nicht möglich ist, wird stattdessen eine versteckte Datei „.directory“ erstellt.",سيضيف دولفين بيانات نظام الملفات الوصفية إلى المجلدات التي تغيير خصائص عرضها. إذا لم يكن ذلك ممكنًا، فسينشئ ملف .directory مخفي لذلك.
Dolphin will explicitly open in a new window.,Dolphin s'ouvrira explicitement dans une nouvelle fenêtre.,Dolphin wird in einem neuen Fenster geöffnet.,سيفتح دولفين صراحة في نافذة جديدة
Dolphin will get started with a split view.,Dolphin va démarrer avec une vue scindée.,Dolphin wird mit geteilter Ansicht gestartet.,سيبدأ دولفين في نمط تقسيم العرض
Don't Remind Me Again,Ne pas me le rappeler à nouveau,Diesen Hinweis nicht mehr anzeigen,لا تذكّرني مرة أخرى
Double-click triggers,Déclencheurs sur double-clics,Doppelklick führt aus,سيؤدي النقر المزدوج إلى
Download New Services…,Télécharger de nouveaux services…,Neue Dienste herunterladen ...,نزّل خدمات جديدة…
Downloaded From,Téléchargé depuis,Heruntergeladen von,نُزّل من
Duplicate Here,Dupliquer ici,Hier duplizieren,كرر هنا
Duplicate Here…,Dupliquer ici...,Hier duplizieren ...,كرر هنا…
Duration,Durée,Dauer,المدّة
Earlier this Month,Plus tôt ce mois-ci,Diesen Monat,أولّ هذا الشهر
Editable Location,Emplacement modifiable,Editierbare Adressleiste,موقع قابل للتحرير
Elvis Angelaccio,Elvis Angelaccio,Elvis Angelaccio,Elvis Angelaccio
Emmanuel Pescosta,Emmanuel Pescosta,Emmanuel Pescosta,Emmanuel Pescosta
Empties Trash to create free space,Vide la corbeille pour retrouver de l'espace libre,"Löscht den Papierkorb, um Speicherplatz freizugeben",تفرغ المهملات حتى تنشئ مساحة فارغة
Empty Recently Closed Tabs,Vider les onglets récemment fermés,Liste kürzlich geschlossener Unterfenster leeren,امسح الألسنة المُغلقة حديثًا
Empty Trash,Vider la corbeille,Papierkorb leeren,أفرغ المهملات
Emptying trash,Suppression des fichiers de la corbeille,Leeren des Papierkorbs,يفرغ المهملات
Enabled plugins,Modules externes activés,Aktivierte Module,الملحقات ممكّنة
Enlarge Small Previews,Agrandir les petits aperçus,Kleine Vorschaubilder vergrößern,تكبير المعاينات الصغيرة
Enter custom command to trigger when double clicking view background,Saisissez une commande personnalisée à déclencher lors d'un double-clic sur l'arrière-plan de la vue,"Geben Sie den Befehl ein, der bei einem Doppelklick auf den Hintergrund ausgeführt werden soll",أدخل أمرًا مخصصًا ليشغل عند النقر المزدوج على الخلفية
Enter home location path,Saisissez l'emplacement du dossier personnel.,Pfad zum Startordner eingeben,أدخل مسار موقع المنزل
Enter server URL (e.g. smb://[ip address]),"Saisir l'URL du serveur (Par exemple, smb://[adresse IP])",Serveradresse eingeben (z.B. smb://[IP-Adresse]),أدخل عنوان الخادم (مثل smb://[ip address])
Everywhere,Partout,Überall,في كل مكان
"Execute,","Exécution,","Ausführen,",تنفيذ،
Exit Selection Mode,Quitter un mode de sélection,Auswahlmodus beenden,اخر من وضع التحديد
Expandable,Expansible,Aufklappbar,قابلة للتوسيع
Expandable folders,Dossiers expansibles,Aufklappbare Ordner,مجلّدات قابلة للتوسيع
Felix Ernst,Felix Ernst,Felix Ernst,Felix Ernst
File Extension,Extension de fichier,Dateierweiterung,امتداد الملفّ
File Indexing,Indexation des fichiers,,فهرسة الملفات
File Manager,Gestionnaire de fichiers,Dateiverwaltung,مدير ملفات
File Type:,Type de fichier :,Typ:,نوع الملف:
File contents,Contenu de fichier,Dateierweiterung,محتويات ملف
File names,Nomq de fichier,Dateinamen,أسماء الملفات
File names and contents,Noms et contenu des fichiers,,أسماء الملفات ومحتوياتها
Files containing “%1”,Fichiers contenant « %1 »,,الملفات التي تحتوي على ”%1“
Files containing “%1” in %2,Fichiers contenant « %1 » dans %2,,الملفات التي تحتوي على ”%1“ في %2
Filter,Filtrer,Filtern,المرشّح
Filter…,Filtrer...,Filter ...,المرشّح…
Find File…,Rechercher un fichier…,Dateien suchen ...,اعثر على ملف…
Finish,Terminer,Fertigstellen,أنهِ
Finish acting as an administrator,Terminer de fonctionner en tant qu'administrateur,Das Agieren als Systemverwalter fertigstellen,أنه العمل بصلاحيات مدير النظام
Focus Places Panel,Mettre le focus sur le panneau « Emplacements »,Seitenleiste „Orte“ aktivieren,ركز على لوحة الأماكن
Focus Terminal Panel,Mettre le focus sur le panneau Terminal,Terminalleiste aktivieren,ركز على لوحة الطرفية
Folder is empty,Le dossier est vide.,Der Ordner ist leer,المجلد فارغ
Folder size:,Taille de dossier :,Ordnergröße:,حجم المجلّدات:
Folders,Dossiers,Ordner,مجلدات
Folders && Tabs,Dossiers et onglets,Ordner && Unterfenster,المجلدات والألسنة
Folders First,Les dossiers d'abord,Ordner zuerst,المجلدات أولًا
"Folders, tabs, and window state from last time","État des dossiers, des onglets et des fenêtres depuis le dernier moment","Ordner, Unterfenster und Fensterzustand vom letzten Start",المجلدات وألسنة وحالة النافذة من المرة السابقة
Folders:,Dossiers :,Ordner:,المجلّدات:
Folders: %1,Dossiers : %1,Ordner: %1,المجلدات: %1
For more advanced searches:,Pour des recherches plus avancées :,,لإجراء عمليات بحث أكثر تقدمًا:
Forbidden,Interdit,Unzulässig,ممنوع
Frame Rate,Fréquence d'image,Bildwiederholrate,معدل الإطارات
Frank Reininghaus,Frank Reininghaus,Frank Reininghaus,Frank Reininghaus
Free Up Disk Space,Libérer de l'espace disque,Festplattenplatz freigeben,حرر مساحة القرص
Full width,Pleine largeur,Beschriftungsbreite:,كامل العرض
General,Général,Allgemein,عامّ
Genre,Genre,Genre,النوع
Go back,Revenir en arrière,Zurück,ارجع للخلف
Go forward,Avancer,Vorwärts,اذهب للأمام
Go to Last Tab,Aller au dernier onglet,Zum letzten Unterfenster gehen,انتقل إلى  آخر لسان
Go to Next Tab,Aller à l'onglet suivant,Zum nächsten Unterfenster gehen,انتقل إلى اللسان التالي
Go to Previous Tab,Aller à l'onglet précédent,Zum vorherigen Unterfenster gehen,انتقل إلى اللسان السابق
Go to Tab %1,Aller à l'onglet %1,Zu Unterfenster %1 gehen,انتقل إلى اللسان %1
"Go to your Home folder.Every user account has their own Home that contains their personal files, as well as hidden folders for their applications' data and configuration files.","Allez vers votre emplacement Dossier Personnel.  Chaque compte utilisateur possède leur propre Dossier Personnel, contenant leurs données personnelles, y compris les dossiers masqués pour leurs données des applications et leurs fichiers de configuration.","Zum persönlichen Ordner wechseln.Jedes Benutzerkonto hat seinen eigenen persönlichen Ordner, in dem dessen eigene Dateien liegen. Außerdem befinden sich hier versteckte Ordner, die Daten und Einstellungen von Anwendungen enthalten.",اذهب إلى مجلد المنزل.  لكل حساب مستخدم  منزل  الذي يحتوي على بياناته بما في ذلك المجلدات التي تحتوي على بيانات التطبيق الشخصية.
Grouped Sorting,Tri par groupe,In Gruppen sortieren,فرز مُجمَّع
Have the startup settings been modified (internal setting not shown in the UI),Vérifier si les paramètres de démarrage ont été modifiés (réglage interne non affiché dans l'interface graphique),"Sind die Starteinstellungen geändert worden (interne Einstellung, die nicht in der grafischen Oberfläche sichtbar ist)",أعُدِّلت إعدادات البدء (الإعداد الدخلي لا يظهر في الواجهة الرسومية)
Header column widths,Largeurs des colonnes d'en-têtes,Spaltenbreite der Kopfzeile,عرض عواميد التّرويسة
Height,Hauteur,Höhe,الارتفاع
Here,À partir d'ici,Ab hier,هنا
Hidden Files Last,Fichiers cachés en dernier,Versteckte Dateien zuletzt,الملفّات المخفيّة في الأخير
Hidden files shown,Fichiers cachés affichés,Versteckte Dateien werden angezeigt,إظهار الملفات المخفية
Hide Filter Bar,Cacher la barre de filtre,Filterleiste ausblenden,أخفِ شريط المرشّح
Hide this File?,Cacher ce fichier ?,Diese Datei ausblenden?,أأخفي هذا الملف؟
Hide this Folder?,Cacher ce dossier ?,Diesen Ordner ausblenden?,أأخفي هذا المجلد؟
Highest First,Les mieux notés d'abord,Höchste zuerst,الأعلى أولا
Highlight entire row,Mettre en surbrillance la totalité de la ligne,Gesamte Zeile hervorheben,أبرز كامل الصف
Holger Freyther,Holger Freyther,Holger Freyther,Holger Freyther
Home URL,URL du dossier personnel,Startordner,مسار المنزل
How to Administrate,Comment agir en tant qu'administrateur,Administration,كيف تدير النظام
How we display the size of directories,Quel affichage pour la taille des dossiers,Wie wir die Größe von Ordnern anzeigen,كيف نعرض حجم الأدلة
Huge,Énorme,Riesig,ضخم
I Understand and Accept These Risks,Je comprends et accepte ces risques,Ich verstehe und akzeptiere diese Risiken,أنا أفهم وأقبل هذه المخاطر
Icon size,Taille des icônes,Symbolgröße,حجم الأيقونة
Icons,Icônes,Symbole,أيقونات
Icons view mode,Mode d'affichage en icônes,Symbolansicht,وضع عرض الأيقونات
"If the view has been split, this will pop the view in focus out into a new window.","Si la vue a été scindée, cela ouvrira la vue ayant le focus dans une nouvelle fenêtre.","Wenn eine geteilte Ansicht verwendet wird, löst dies die aktive Ansicht heraus in ein neues Fenster.",إذا كان عرض المجلدات مقسوما، فسيؤدي ذلك إلى فصل العرض النشط إلى نافذة جديدة.
Image,Image,Bild,الصورة
Information,Informations,Informationen,المعلومات
Information Panel:,Panneau d'informations :,Informationsanzeige:,لوحة المعلومات:
Install Filelight…,Installer Filelight…,Filelight installieren …,ثبت كاشف الملفات…
Install KFind…,Installer KFind…,Filelight installieren …,ثبت برنامج بحثك KFind…
Install Konsole,Installer Konsole,Konsole installieren,ثبت كونسول
Installation exited without reporting success. (%1),L'installation s'est terminée avec des erreurs. (%1),Das Installieren wurde ohne positive Rückmeldung beendet. (%1),انتهى التثبيت دون نجاح. (%1)
Installing %1 failed: %2 (%3)Please try installing %1 manually instead.,L'installation de l'application %1 a échoué : %2 (%3)Veuillez essayer d'installer manuellement l'application %1 à la place.,Das Installieren von %1 ist fehlgeschlagen. %2 (%3)Bitte versuchen Sie stattdessen das manuelle Installieren von %1.,فشل تثبيت %1: %2 (%3)يرجى محاولة تثبيت %1 يدويًا بدلاً من ذلك.
Installing Filelight…,Installation de Filelight en cours…,Filelight wird installiert …,يثبت كاشف الملفات…
Installing KFind,Installation de KFind en cours,Filelight wird installiert …,يثبت بحثك KFind
Interface,Interface,Benutzeroberfläche,الواجهة
"Internal config version of Dolphin, mainly Used to determine whether an updated version of Dolphin is running, so as to migrate config entries that were removed/renamed ...etc","Version interne de Dolphin, utilisée principalement pour déterminer si une version mise à jour de Dolphin s'exécute et s'il est nécessaire de migrer les entrées de configuration ayant été supprimées / renommées, etc.","Interne Konfigurationsversion von Dolphin. Hauptsächlich dazu genutzt um festzustellen, ob eine aktualisierte Version von Dolphin verwendet wird, damit entfernte/verschobene/etc. Konfigurationseinträge migriert werden können.",إصدارة ضبط داخلي من دولفين، تستخدم بشكل أساسي لتحديد ما إذا كان إصدار محدث من دولفين قيد التشغيل أم لا؛ وذلك لترحيل إدخالات الضبط التي أزيلت/ أعيد تسميتها ... إلخ
Invalid protocol,Protocole non valable,Ungültiges Protokoll,ميفاق غير صالح
Invalid protocol '%1',Protocole non valable « %1 »,Ungültiges Protokoll „%1“,ميفاق غير صالح '%1'
Invert Selection,Inverser la sélection,Auswahl umkehren,اعكس التحديد
KDiskFree,KDiskFree,KDiskFree,KDiskFree
Keep Filter When Changing Folders,Conserver le filtre en changeant de dossiers,Filter beim Wechsel der Ordner behalten,أبقِ المرشّح عند تغيير المجلدات
"Keep a single Dolphin window, opening new folders in tabs","Conservez une seule fenêtre de Dolphin, ouvrant de nouveaux dossiers dans les onglets.","Ein einzelnes Dolphin-Fenster beibehalten, neue Ordner werden in Unterfenstern geöffnet",حافظ على نافذة واحدة لدولفين، افتح المجلدات الجديدة في الألسنة.
Kevin Ottens,Kevin Ottens,Kevin Ottens,Kevin Ottens
Label font:,Police de l'intitulé :,Schriftart für Beschriftung:,خط اللاصقة:
Label width:,Largeur de l'intitulé :,Beschriftungsbreite:,عرض اللصيقة:
Large,Grande,Breit,كبير
Largest First,Les plus volumineux d'abord,Größte zuerst,الأضخم أوّلًا
Last Tab,Dernier onglet,Letztes Unterfenster,آخر لسان
Left side padding,Remplissage sur le côté gauche,Seitlicher Randabstand,الحشو الجانبي الأيسر
Limit folders panel to home directory if inside home,Limiter le panneau des dossiers au dossier personnel lors qu'on est dans ce dossier,"Ordner-Seitenleiste auf persönlichen Ordner beschränken, wenn ein Ordner innerhalb des persönlichen Ordners geöffnet ist",اقصر لوح المجلدات على الدليل الرئيسي إذا كان بداخل المنزل
Limit the search to %1 and its subfolders.,Limiter la recherche à %1 et à ses sous-dossiers.,Suche auf „%1„ und dessen Unterordner beschränken,اقصر البحث في %1 ومجلداته الفرعية.
Limit to Home Directory,Limiter au dossier personnel,Auf persönlichen Ordner beschränken,اقتصر على الدليل المنزل
Line Count,Nombre de lignes,Zeilenanzahl,عدد الأسطر
Link Destination,Destination du lien,Verknüpfungsziel,مقصد الرابط
Loading canceled,Chargement annulé,Ladevorgang abgebrochen,أُلغي التحميل
Loading folder…,Chargement du dossier…,Ordner wird geladen ...,يحمّل المجلد…
Loading…,Chargement en cours...,Wird geladen ...,يحمّل…
Local storage:,Stockage local :,Lokaler Speicherplatz:,التخزين المحلي:
Location,Emplacement,Adresse,الموقع
Location Bar,Barre d'emplacement,Adresse,شريط الموقع
Location View,Affichage des emplacements,Adresse,عرض الموقع
Location bar:,Barre d'emplacement :,Adressleiste:,شريط الموقع:
Lock Panels,Verrouiller les panneaux,Seitenleisten sperren,اقفل اللوحات
Lock the layout of the panels,Verrouiller la disposition des panneaux,Die Anordnung der Seitenleisten sperren,قفل تخطيط اللوحات
Lowest First,Les moins bien notés d'abord,Niedrigste zuerst,الأدنى أولا
"MMMM, yyyy","MMMM, yyyy","MMMM, yyyy",MMMM،  yyyy
Main Toolbar,Barre principale,Haupt-Werkzeugleiste,شريط الأدوات الرئيسية
Maintainer (2012-2014) and developer,Mainteneur (2012-2014) et développeur,Betreuer (2012-2014) und Entwickler,المصين (2012-2014) ومطوّر
Maintainer (2014-2018) and developer,Mainteneur (2014-2018) et développeur,Betreuer (2014-2018) und Entwickler,المصين (2014-2018) ومطوّر
Maintainer (2018-2021) and developer,Mainteneur (2018-2021) et développeur,Betreuer (2018-2021) und Entwickler,المصين (2018-2021) ومطوّر
Maintainer (since 2021) and developer,Mainteneur (depuis 2021) et développeur,Betreuer (seit 2021) und Entwickler,المصين (منذ 2021) ومطوّر
Maintainer (since 2021) and developer (since 2019),Mainteneur (depuis 2021) et développeur (depuis 2019),Betreuer (seit 2021) und Entwickler (seit 2019),المصين (منذ2021) ومطوّر (منذ 2019)
Maintainer and developer (2006-2012),Mainteneur et développeur (2006-2012),Betreuer und Entwickler (2006-2012),المصين ومطوّر (2006-2012)
Make location bar editable,Rendre la barre d'emplacement éditable,Editierbare Adresszeile anzeigen,اجعل شريط الموقع قابل للتحرير
Manage Disk Space Usage,Gérer l'utilisation de l'espace disque,,أدر استخدام مساحة القرص
Max Blazejak,Max Blazejak,Max Blazejak,Max Blazejak
Maximum lines:,Nombre de lignes maximal :,Maximale Anzahl Zeilen:,أقصى أسطر:
Maximum text width index (0 means unlimited),Index de largeur de texte maximal (0 signifie illimité),Maximale Textbreite (0 = unbegrenzt),فهرس عرض النصّ الأقصى (0 يعني غير محدود)
Maximum textlines (0 means unlimited),Nombre de lignes de texte maximal (0 signifie illimité),Maximale Anzahl Textzeilen (0 = unbegrenzt),أسطر النصوص القصوى (0 تعني غير محدود)
Maximum width:,Largeur maximale :,Maximale Breite:,أقصى عرض:
Medium,Moyenne,Mittel,متوسّط
MiB,Mo,MiB,م.بايت
Michael Austin,Michael Austin,Michael Austin,Michael Austin
Middle Click,Cliquer avec le bouton central,Mittelklick,النقرة الوسطى
Miscellaneous:,Divers :,Verschiedenes:,متفرقات:
Modified,Modifié,Geändert,عُدّل
Modified since:,Modifié depuis :,Geändert:,عُدّل منذ
More,Plus,Mehr,المزيد
Move keyboard focus to and from the Places panel.,Déplacer le focus sur le clavier vers et à partir du tableau de bord « Emplacements ».,Tastaturfokus in und aus der Seitenleiste „Orte“ bewegen.,ينقل تركيز لوحة المفاتيح من وإلى لوحة الأماكن.
Move keyboard focus to and from the Terminal panel.,Déplacer le focus du clavier vers et depuis le panneau « Terminal ».,Tastaturfokus in und aus der Terminalleiste bewegen.,ينقل تركيز لوحة المفاتيح من وإلى لوحة الطرفية.
Move left view to a new window,Déplacer la vue de gauche vers une nouvelle fenêtre,Linke Ansicht in ein neues Fenster verschieben,انقل العرض المقسوم الأيسر إلى نافذة جديدة
Move right view to a new window,Déplacer la vue de droite vers une nouvelle fenêtre,Rechte Ansicht in ein neues Fenster verschieben,انقل العرض المقسوم الأيمن إلى نافذة جديدة
Move to New Folder…,Déplacer vers le nouveau dossier…,In neuen Ordner verschieben …,انقل إلى مجلد جديد…
Move to Other View,Déplacer vers une autre vue,In die andere Ansicht verschieben,انقل إلى العرض الآخر
Move to Other View…,Déplacer vers une autre vue…,In die andere Ansicht verschieben ...,انقل إلى العرض الآخر…
Move to Trash,Mettre à la corbeille,In den Papierkorb verschieben,انقل إلى المهملات
Move to Trash…,Déplacer vers la corbeille...,In den Papierkorb verschieben ...,انقل إلى المهملات…
Moving files or folders to trash,La mise des fichiers ou des dossiers à la corbeille,Verschieben von Dateien und Ordnern in den Papierkorb,نقل ملفات أو مجلدات إلى سلة المهملات
Méven Car,Méven Car,Méven Car,Méven Car
Name,Nom,Name,الاسم
Natural,Naturel,Natürlich,طبيعي
New Window,Nouvelle fenêtre,Neues Fenster,نافذة جديدة
New Tab,Nouvel onglet,Neues Unterfenster,لسان جديد
New tab name:,Nouveau nom de l'onglet :,Neuer Name #,اسم اللسان الجديد:
New tab will be open after last one,Un nouvel onglet sera ouvert après le précédent,Ein neues Unterfenster wird hinter dem letzten geöffnet,اللسان الجديد سيفتح بعد أخر لسان
New windows:,Nouvelles fenêtres :,Neue Fenster:,نوافذ جديدة:
Newest First,Les plus récents d'abord,Neueste zuerst,الأحدث أولاً
Next Tab,Onglet suivant,Nächstes Unterfenster,اللسان التالي
No Apple devices found,Aucun périphérique « Apple » trouvé.,Keine Apple-Geräte gefunden,لم يعثر على أجهزة أبل
No Bluetooth devices found,Aucun périphérique « Bluetooth » trouvé.,Keine Bluetooth-Geräte gefunden,لم يعثر على جهاز بلوتوث
No MTP-compatible devices found,Impossible de trouver des périphériques compatibles « MTP ».,Kein MTP-kompatibles Gerät gefunden,لم يعثر على جهاز متوافق مع MTP
"No files tagged with ""%1""",Aucun fichier étiqueté avec « %1 »,Keine Dateien mit „%1“ markiert,"لا توجد ملفات موسومة بـ""%1"""
No items found.,Aucun élément n'a été trouvé.,Keine Elemente gefunden.,لم يُعثر على عناصر.
No items matching the filter,Aucun élément correspondant à votre filtrage,Kein passendes Element für den Filter,لا توجد عناصر مطابقة للمرشح
No items matching the search,Aucun élément correspondant à la recherche,Kein passendes Element für die Suche,لا توجد عناصر مطابقة للبحث
No recently used items,Aucun élément récemment utilisé,Keine kürzlich benutzten Dateien oder Ordner,لا يوجد عناصر مُستخدَمة مؤخرًا
No relevant network resources found,Aucune ressource appropriée de réseau trouvée.,Keine passenden Netzwerkressourcen gefunden,لم يعثر على موارد شبكة ذات علاقة
No shared folders found,Aucun dossier partagé trouvé.,Keine freigegebenen Ordner gefunden,لم يعثر على مجلدات مشاركة
No tags,Aucune étiquette,Keine Stichwörter,لا وسوم
None,Aucun,Keiner,لا شيء
Nothing,Rien,Nichts,لا شيء
Numeric (Octal) (e.g. '755'),Numérique (Octal) (Par exemple « 755 »),Numerisch (Oktal) (z. B. '755'),رقمي (ثماني عشر) (مثل '755' )
Oldest First,Les plus anciens d'abord,Älteste zuerst,الأقدم أولاً
One Week Ago,Il y a une semaine,Vor einer Woche,قبل أسبوع واحد
Open %1,Ouvrir %1,%1 öffnen,افتح %1
Open Terminal,Ouvrir un terminal,Terminal öffnen,افتح الطرفية
Open Path,Ouvrir l'emplacement,Pfad öffnen,افتح المسار
Open Path in New Tab,Ouvrir l'emplacement dans un nouvel onglet,Pfad in neuem Unterfenster öffnen,افتح المسار في لسان جديد
Open Path in New Window,Ouvrir l'emplacement dans une nouvelle fenêtre,Pfad in neuem Fenster öffnen,افتح المسار في نافذة جديدة
Open Preferred Search Tool,Ouvrir l'outil de recherche préféré,Bevorzugtes Suchprogramm öffnen,افتح أداة البحث المفضلة
Open Terminal,Ouvrir un terminal,Terminal öffnen,افتح الطرفية
Open Terminal Here,Ouvrir un terminal ici,Terminal hier öffnen,افتح الطرفية هنا
Open a new Dolphin window,Ouvrir une nouvelle fenêtre Dolphin,Öffnet ein neues Dolphin-Fenster,افتح نافذة دولفين جديدة
Open archives as folder,Ouvrir les archives en tant que dossier,Archive wie Ordner öffnen,افتح الأرشيفات كمجلدات
Open files and folders:,Ouvrir des fichiers et des dossiers :,Dateien und Ordner öffnen:,افتح الملفات والمجلدات:
Open folders during drag operations,Ouvrir les dossiers pendant les opérations de glisser-déposer,Ordner bei Ziehen-Aktionen automatisch öffnen,افتح المجلدات أثناء عمليات السحب
Open in New Tab,Ouvrir dans un nouvel onglet,In neuem Unterfenster öffnen,افتح في لسان جديد
Open in New Tabs,Ouvrir dans de nouveaux onglets,In neuen Unterfenstern öffnen,افتح في ألسنة جديدة
Open in New Window,Ouvrir dans une nouvelle fenêtre,In neuem Fenster öffnen,افتح في نافذة جديدة
Open in Split View,Ouvrir dans une fenêtre scindée,In geteilter Ansicht öffnen,افتح في عرض منقسم
Open in application,Ouvrir dans l'application,In Anwendung öffnen,افتح في تطبيق
Open new tabs:,Ouvrir de nouveaux onglets :,Neue Unterfenster öffnen:,افتح ألسنة جديدة:
Opening Folders:,Fichiers d'ouverture :,Dateien öffnen:,فتح المجلدات:
Opening many folders at once,Ouverture de plusieurs dossiers en une fois,Öffnen von vielen Ordnern auf einmal,فتح العديد من الملفات في آن واحد
Opening many terminals at once,Ouverture de plusieurs fenêtres de terminal en une fois,Öffnen von vielen Terminals auf einmal,فتح العديد من الطرفيات في آن واحد
Opens the stash virtual directory in a split window,Ouvre le dossier virtuel des éléments mis de côté dans une fenêtre séparée,Öffnet einen virtuellen Zwischenlager-Ordner in einer geteilten Ansicht,يفتح مجلد تخزين افتراضي مؤقت في نافذة منقسمة
Order in which to sort files,Ordre de tri des fichiers,Sortierreihenfolge für Dateien,قاعدة ترتيب الملفات
Orientation,Orientation,Ausrichtung,الاتّجاه
Other,Autre,Weitere,أخرى
Others,Autres,Weitere,أخرى
Owner,Propriétaire,Eigentümer,المالك
Page Count,Compteur de pages,Seitenanzahl,عدد الصفحات
Panel settings are also available through their context menu. Open it by pressing the right mouse button on a panel.,Les paramètres du panneau sont également disponibles grâce à leur menu contextuel. Veuillez l'ouvrir en appuyant sur le bouton droit de souris positionné sur un panneau.,Leisten-Einstellungen sind außerdem über deren Kontextmenü erreichbar. Öffnen Sie es durch einen Klick mit der rechten Maustaste in der Leiste.,تتوفر إعدادات اللوحة أيضا من خلال قائمة السياق الخاصة بها. افتحها بواسطة الضغط على زر الفأرة الأيمن على اللوحة.
Panels,Panneaux,Seitenleisten,اللوحات
Paste,Coller,Einfügen,ألصق
Paste from Clipboard,Copier à partir du presse-papier,Aus Zwischenablage einfügen,ألصق من الحافظة
Path,Emplacement,Pfad,المسار
Permissions,Droits d'accès,Berechtigungen,التصاريح
Permissions style format,Format de style des droits d'accès,Berechtigungen-Format,تنسيق نمط التصريحات
Permissions style:,Style des droits d'accès :,Berechtigungen-Stil:,نمط التصريحات:
Peter Penz,Peter Penz,Peter Penz,Peter Penz
Place two views side by side,Placer deux vues côte à côte,Zwei Ansichten nebeneinander platzieren,ضَعْ عرضين جنباً إلى جنب
Places,Emplacements,Orte,الأماكن
Pop out,Faire apparaître,Herauslösen,افصل
Pop out Left View,Faire apparaître la vue de gauche,Linke Ansicht herauslösen,انسخ إلى العرض الآخر
Pop out Right View,Faire apparaître la vue de droite,Rechte Ansicht herauslösen,انسخ إلى العرض الآخر
Position of columns,Position des colonnes,Position der Spalten,موضع الأعمدة
Preview,Aperçu,Vorschau,معاينة
Preview icon size:,Taille d'icône de l'aperçu :,Vorschau-Symbolgröße:,حجم أيقونة المعاينة:
Preview size,Taille des aperçus,Vorschaugröße,حجم المعاينة
Previews,Aperçus,Vorschauen,المعاينات
Previews shown,Aperçus affichés,Vorschauen werden angezeigt,إظهار المعاينات
Previous Tab,Onglet précédent,Vorheriges Unterfenster,اللسان السابق
Properties,Propriétés,Eigenschaften,الخصائص
Properties last changed,Dernières modifications des propriétés,Eigenschaften zuletzt geändert,آخر تغيير للخصائص
"Protocol not supported by Dolphin, default application has been launched","Protocole non pris en charge par Dolphin, l'application par défaut a été lancée",Das Protokoll wird von Dolphin nicht unterstützt; die zugehörige Standardanwendung wurde gestartet.,لا يدعم دولفين هذا الميفاق، شُغل التطبيق المبدئي
Publisher,Éditeur,Herausgeber,الناشر
Quit searching,Quitter la recherche,Suche beenden,أنهِ البحث
Rafael Fernández López,Rafael Fernández López,Rafael Fernández López,Rafael Fernández López
Rating,Note,Bewertung,التقييم
Rating:,Note :,Bewertung:,التّقييم:
"Read,","Lecture,","Lesen,",قراءة،
Recently Closed Tabs,Onglets récemment fermés,Kürzlich geschlossene Unterfenster,الألسنة المُغلقة حديثًا
Recursive directory size limit,Limite de taille des dossiers de façon récursive,Rekursive maximale Ordnergröße,حد حجم الدليل التكراري
Refresh view,Rafraîchir l'affichage,Ansicht aktualisieren,أنعش العرض
Relative (e.g. '%1'),Relative (Par exemple « %1 »),Relativ (z.B. „%1“),نسبي (مثل '%1')
Release Year,Année de publication,Jahr der Veröffentlichung,سنة الإطلاق
Reload,Recharger,Aktualisieren,أعد التحميل
Remember display style for each folder,Mémoriser le style d'affichage pour chaque dossier,Anzeigestil für jeden Ordner merken,تذكّر نمط العرض لكلّ مجلد
Remember open folders and tabs,Se rappeler des dossiers et des onglets ouverts,Geöffnete Ordner und Unterfenster merken,تذكر  المجلدات و الألسنة المفتوحة
Remote storage:,Stockage distant :,Entfernte Speicher:,التخزين الخارجي:
Remove Filter,Supprimer un filtre,Filtern,أزل المرشّح
Rename Tab,Renommer l'onglet,%2 umbenennen,أعد تسمية اللسان
Rename and Hide,Renommer et cacher,Umbenennen und Ausblenden,أعد تسمية وأخفها
Rename single items inline,Renommer en ligne des éléments individuels,Einzelne Elemente direkt umbenennen,أعد تسمية العناصر الفردية المضمنة
Rename…,Renommer…,Umbenennen ...,أعد التسمية…
