English,French,German,Arabic
Keeps used memory as low as possible. Do not reuse anything. (For systems with low memory.),Maintient la quantité de mémoire utilisée aussi faible que possible. Ne ré-utilise rien (pour les systèmes ayant peu de mémoire).,Es wird so wenig Arbeitsspeicher wie möglich belegt. Es werden keine Komponenten wiederverwendet. (Für Systeme mit wenig Arbeitsspeicher.),يبقي الذاكرة المستعملة منخفضة قدر الإمكان. لا تعد استعمال أي شيء. (للأنظمة ذات الذاكرة المنخفضة.)
Key,Clé,Taste,مفتاح
Key Agreement,Accord de clé,Schlüssel-Übereinkunft,اتفاقية المفتاح
Key Usage,Utilisation de la clé,Schlüssel-Verwendung,استخدام المفتاح
Keywords,Mots-clés,Schlüsselwörter,الكلمات المفتاحية
Kile,Kile,Kile,كايل
LaTeX rendering failed,Le rendu LaTeX a échoué,Verarbeitung des LaTeX-Codes ist fehlgeschlagen,فشل تصيير لاتِخ
Landscape %1,Paysage %1,Querformat %1,بالعرض %1
Last Page,Dernière page,Letzte Seite,أخر صفحة
Layers,Calques,Ebenen,الطّبقات
Leader line extensions length:,Longueur des extensions de ligne d'en-tête :,Länge der Führungslinien-Erweiterung:,طول لواحق خط القائد:
Leader line length:,Longueur de ligne d'en-tête :,Länge der Führungslinie:,طول خط القائد:
Left,Gauche,Links,يسار
Light color:,Couleur claire :,Helle Farbe:,اللون الفاتح:
Line end:,Fin de ligne :,Linienende:,نهاية الخط:
Line start:,Début de ligne :,Linienanfang:,بداية الخط:
Line width,Largeur de ligne,Linienbreite,عرض الخطّ
Link the thumbnails with the page,Lier les vignettes à la page,Vorschaubilder mit der Seite verknüpfen,اربط المصغرات بالصفحة
"Loads and keeps everything in memory. Preload all pages. (Will use at maximum 50% of your total memory or your free memory, whatever is bigger.)","Charge et conserve tout en mémoire. Précharge toutes les pages (utilisera au maximum 50 % de la quantité totale de mémoire ou la mémoire disponible, selon la valeur la plus élevée).","Alles wird geladen und im Speicher gehalten. Alle Seiten werden im Voraus geladen. (Hierbei wird maximal die Hälfte Ihres Arbeitsspeichers oder Ihres freien Speichers verwendet, je nachdem, welcher Wert größer ist.)",يُحمِّل ويُبقي كل شيء في الذاكرة. تحميل مسبق للصور. (سيستخدم 50% على الأكثر من الذاكرة الكليّة أو الذاكرة الحرّة لديك، أيهما أكبر).
Location:,Emplacement :,Ort:,المكان:
Location: %1,Emplacement : %1,Ort: %1,المكان: %1
Lock Sidebar,Verrouiller la barre latérale,Seitenleiste sperren,اقفل الشريط الجانبي
Loop after last page,Boucler après la dernière page,Nach der letzten Seite von vorn beginnen,ابدأ من جديد بعد الصفحة الأخيرة
"Lots of framework work, FictionBook backend and former ODT backend","Beaucoup de travail sur l'environnement de développement, le moteur de rendu pour le format « FictionBook » et le moteur précédent « ODT »",Viel Arbeit am Grundgerüst und den Anzeigemodulen für ODT und FictionBook,الكثير من هياكل العمل ، نهايات خلفية ل ODT السابقة و FictionBook
Low,Faible,Niedrig,منخفض
Lyx client,Client LyX,Lyx,عميل lyx
MD2,MD2,MD2,MD2
MD5,MD5,MD5,MD5
MIME Type,Type « MIME »,MIME-Typ,نوع تنسيق الملف
Magenta,Magenta,Magenta,أرجواني
Main Toolbar,Barre principale d'outils,Haupt-Werkzeugleiste,شريط الأدوات الرئيسي
Match All Words,Correspondre à tous les mots,Alle Wörter finden,طابق كل الكلمات
Match Any Word,Correspondre à l'un des mots,Beliebiges Wort finden,طابق أي كلمة
Match Phrase,Correspondre à la phrase,Ganzen Text finden,طابق العبارة
Memory usage:,Utilisation de la mémoire :,Speicherbelegung:,استخدام الذاكرة:
Modified,Modifié,Geändert am,عُدل
Modified:,Modifié :,Geändert:,عُدّل في:
Modified: %1,Modifié : %1,Geändert: %1,معدل: %1
Modify search behavior,Modifier le comportement de recherche,Suchverhalten ändern,عدل سلوك البحث
Most pages are %1.,La plupart des pages sont %1.,Die meisten Seiten haben das Format %1.,أغلب الصفحات %1
Mouse cursor:,Pointeur de la souris :,Mauszeiger:,مؤشر الفأرة:
Move Down,Déplacer vers le bas,Nach unten,انقل لأسفل
Move Up,Déplacer vers le haut,Nach oben,حرك لأعلى
Moves to the beginning of the document,Se déplace au début du document,Geht zum Anfang des Dokuments,ينتقل إلى بداية المستنَد
Moves to the end of the document,Se déplace à la fin du document,Geht zum Ende des Dokuments,ينتقل إلى نهاية المستنَد
Moves to the next page of the document,Se déplace sur la page suivante du document,Geht zur nächsten Seite des Dokuments,ينقل إلى الصفحة التالية من المستند
Moves to the previous page of the document,Se déplace sur la page précédente du document,Geht zur vorherigen Seite des Dokuments,انتقل للصفحة السابقة من المستند
Movie,Film,Film,الفلم
Movie Properties,Propriétés de film,Film-Eigenschaften,خصائص الفلم
N/A,Non applicable,N/V,غ/م
Name,Nom,Name,الاسم
Name:,Nom :,Name:,الاسم:
New Text Note,Nouvelle note de texte,Neue Textnotiz,ملاحظة نصية جديدة
New paragraph,Nouveau paragraphe,Neuer Absatz,فقرة جديدة
Next,Suivante,Nächste Seite,التالي
Next Bookmark,Signet suivant,Nächstes Lesezeichen,العلامة التالية
Next Page,Page suivante,Nächste Seite,صفحة تالية
Next Tab,Onglet suivant,Nächstes Unterfenster,اللسان التالي
No,Non,Nein,لا
No Bookmarks,Aucun signet,Keine Lesezeichen,لا علامات مواقع
No Usage Specified,Aucun usage spécifié,Keine Verwendung angegeben,لم يحدد الاستعمال
No application found for opening file of mimetype %1.,Aucune application trouvée pour ouvrir le fichier de type MIME « %1 ».,Kein Programm zum Öffnen des MIME-Typs %1 gefunden.,لم يجد تطبيق لفتح الملف من نوع التنسيق %1.
No description available.,Aucune description disponible.,Keine Beschreibung verfügbar.,لا وصف متاح.
No recent documents,Aucun document courant,Keine zuletzt geöffneten Dokumente,لا يوجد مستندات حديثة
Non-Repudiation,Non-répudiation,Nachweisbarkeit,عدم التنصل
None,Aucun,Keines,بدون
Normal (default),Normal (Par défaut),Normal (Voreinstellung),عادي (المبدئي)
Not Approved,Non approuvé,Nicht freigegeben,غير مصادق عليه
Not Available,Non disponible,Nicht verfügbar,غير متوفّر
Not For Public Release,Non en version publique,Nicht zur allgemeinen Veröffentlichung,ليس للنشر العام
Not raise window,Ne pas ouvrir la fenêtre,Fenster nicht nach vorn holen,لا ترفع النافذة
Note,Note,Notiz,ملاحظة
"Notify about embedded files, forms, or signatures","Signaler les fichiers, formulaires ou signatures intégrés","Benachrichtigung über eingebettete Dateien, Formulare oder Signaturen",أخطر حول الملفات أو النماذج أو التوقيعات المضمنة
Obey DRM limitations,Se conformer aux limitations « DRM »,DRM-Beschränkungen beachten,أطع تقييدات DRM
Okular,Okular,Okular,أوكلار
"Okular cannot copy %1 to the specified location.

The document does not exist anymore.","Il est impossible à Okular de copier %1 à l'emplacement indiqué.

Le document n'existe plus.","Okular kann %1 nicht an das angegebene Ziel kopieren.

Das Dokument ist nicht mehr vorhanden.","لم يتمكن أوكلار من نسخ %1 للموقع المحدد.

المستند لم يعد موجودا."
"Okular, a universal document viewer","Okular, un afficheur universel de documents","Okular, ein Betrachter für alle Dokumente",أوكلار ، عارض عالمي للمستندات
Only PGP keys,Uniquement les clés « PGP »,,مفاتيح PGP فقط
Only QES certificates,Uniquement les certificats « QES »,Zertifikate,شهادات QES فقط
Opacity,Opacité,Deckkraft,الشّفافيّة
Open Arrow,Flèche ouverte,Offener Pfeil,سهم مفتوح
Open Containing Folder,Ouvrir le dossier contenant,Ordner mit diesem Inhalt öffnen,افتح المجلد الحاوي
Open Document,Ouvrir un document,Dokument öffnen,المستند المفتوح
Open Document...,Ouvrir un document...,Dokument öffnen ...,افتح مستندًا...
Open external file,Ouvre un fichier externe,Externe Datei öffnen,افتح ملفا خارجيا
Open in continuous mode by default,Ouvrir en mode continu par défaut,Im fortlaufenden Modus als Standard öffnen,افتح في النمط المستمر مبدئيا
Open new files in tabs,Ouvrir les nouveaux fichiers dans des onglets,Neue Dateien in Unterfenstern öffnen,افتح الملفات الجديدة في ألسِنة
OpenDocument Text,Texte « OpenDocument »,OpenDocument-Text,نص OpenDocument
Options,Options,Einstellungen,الخيارات
Options for Presentation Mode,Options pour le mode de présentation,Einstellungen für den Präsentationsmodus,خيارات لوضع العرض التقديمي
Orange,Orange,Orange,برتقالي
Organization(O),Organisation(O),Organisation (O),المؤسسة (O)
Original Orientation,Orientation originale,Ursprüngliche Ausrichtung,الاتجاه الأصلي
Overview columns:,Colonnes d'aperçus :,Übersichtsspalten:,أعمد العرض العام:
Presentation,Présentation,Präsentation,عرض تقديمي
PDF,PDF,PDF,بي دي اف
PGP,PGP,,PGP
PGP Signature,Signatures « PGP »,Signaturen,توقيع PGP
Page,Page,Seite,للصفحة
Page %1,Page %1,Seite %1,الصفحة %1
Page %1 (%2),Page %1 (%2),Seite %1 (%2),للصفحة %1 (%2)
Page Number,Numéro de page,Seitenzahl,رقم الصفحة
Page Size,Taille de page,Seitengröße,حجم الصفحة
Page Up/Down overlap:,Chevauchement pour les touches « Page précédente » / « Page suivante » :,Überschneidung für die Tasten „Bild auf/ab“:,تداخُل مفتاح Page Up/Down:
Page of the document to be shown,Page du document à afficher,Anzuzeigende Seite des Dokuments,الصفحة من المستند لتعرض
Pages,Pages,Seiten,الصفحات
Pages: %1,Pages : %1,Seiten: %1,الصفحات: %1
Paper color:,Couleur du papier :,Papierfarbe:,لون الورق:
Paperclip,Trombone,Büroklammer,مشبك الورق
Paragraph,Paragraphe,Absatz,فقرة
Pause,Pause,Pause,ألبث
Pause movie,Mettre en pause un film,Film anhalten,أوقف الفلم مؤقتاً
Pause/Resume Speaking,Mettre en pause / Reprendre le discours,Vorlesen anhalten / fortsetzen,ألبث/استأنف النطق
Performance,Performances,Leistung,الأداء
Performance Tuning,Optimisation des performances,Leistungsverbesserung,مضبط الأداء
Pino Toscano,Pino Toscano,Pino Toscano,بينو توسكانو
Piotr Szymanski,Piotr Szymanski,Piotr Szymanski,بيوتر شيمانسكي
Plain Text...,Texte brut...,Einfacher Text ...,نص صرف...
Play,Lecture,Abspielen,شغّل
Play movie,Lire un film,Film abspielen,شغِل الفِلم
Play movie...,Jouer un film...,Film abspielen ...,تشغيل عرض...
Play sound...,Jouer un son...,Klang abspielen ...,تشغيل صوت...
Play this Sound,Jouer ce son,Diesen Klang abspielen,شغّل هذا الصوت
Play/Pause Presentation,Lecture/Pause de la présentation,Präsentation anhalten/wiedergeben,اعرض أو أوقف العرض مؤقتاً
Please enter the password to read the document:,Veuillez saisir le mot de passe pour ouvrir le document :,Bitte geben Sie das Passwort zum Lesen des Dokuments ein:,يُرجى إدخال كلمة السِر لقراءة المستنَد:
Polygon,Polygone,Vieleck,مضلّع
Polygon Properties,Propriétés de polygone,Vieleck-Eigenschaften,خصائص المضلع
Polygon with Comment,Polygone avec commentaire,Vieleck mit Kommentar,مضلع مع تعليق
Pop-up Note,Note épinglée,Notiz,ملاحظة منبثقة
Pop-up Note Properties,Propriétés de la note épinglée,Notiz-Eigenschaften,خصائص الملاحظة المنبثقة
Popup Note,Note contextuelle,Notiz,ملاحظة منبثقة
Portrait %1,Portrait %1,Hochformat %1,بالطّول %1
PostScript files (%1),Fichiers PostScript (%1),PostScript-Dateien (%1),ملفات بوست سكربت (%1)
Preferred screen:,Écran préféré :,Bevorzugter Bildschirm:,الشاشة المفضلة:
Presentation,Présentation,Präsentation,عرض تقديمي
Previous,Précédente,Vorherige Seite,السابق
Previous Bookmark,Signet précédent,Vorheriges Lesezeichen,العلامة السابقة
Previous Page,Page précédente,Vorherige Seite,صفحة سابقة
Previous Tab,Onglet précédent,Vorheriges Unterfenster,اللسان السابق
Print,Imprimer,Drucken,اطبع
Print Options,Options d'impression,Druckeinstellungen,خيارات الطباعة
Print Preview,Aperçu avant impression,Druckvorschau,معاينة الطباعة
Print conversion failed,La conversion d'impression a échoué,Die Druckumwandlung ist fehlgeschlagen.,فشل تحويل الطباعة
Printer was in invalid state,L'imprimante était dans un état non valable,Der Drucker war in einem ungültigen Zustand.,الطابعة في حالة غير صالحة
Printing process could not start,Le processus d'impression n'a pas pu démarrer,Der Druckvorgang lässt sich nicht starten.,لا يمكن بدء عملية الطباعة
Printing process crashed,Le processus d'impression s'est arrêté brutalement,Der Druckvorgang ist abgestürzt.,انهارت عملية الطباعة
Printing this document is not allowed.,L'impression de ce document n'est pas autorisée.,"Es ist nicht erlaubt, dieses Dokument zu drucken.",لا يسمح بطباعة هذا المستند.
Printing to file failed,L'impression dans un fichier a échoué,Das Drucken in eine Datei ist fehlgeschlagen.,فشلت الطباعة لملف
Producer,Producteur,Ersteller,المُنتج
Program features:,Fonctionnalités du programme :,Programmfunktionen:,مميزات البرنامج:
Properties,Propriétés,Eigenschaften,الخصائص
Property,Propriété,Eigenschaft,الخاصية
Public Key,Clé publique,Öffentlicher Schlüssel,مفتاح عام
Push Pin,Épingle,Reißzwecke,دبوس
Put a pop-up note,Insérer une note épinglée,Fügt eine Notiz ein,ضَع ملاحظة منبثقة
Put a stamp symbol,Poser un symbole de tampon,Positioniert einen Stempel,ضع رمز ختم
Qualified,Qualifié,,المؤهل
Quick Annotation Bar,Barre pour annotations rapides,Schnell-Anmerkungsleiste,شريط الشرح سريعة
Quick Annotation Toolbar,Barre d'outils pour annotations rapides,Schnell-Anmerkungswerkzeugleiste,شريط أدوات الشرح السريع
Quick Annotations,Annotations rapides,Schnell-Anmerkungen,أدوات الشرح سريعة
Quit,Quitter,Beenden,اخرج
RSA,RSA,RSA,RSA
Random transition,Transition aléatoire,Zufälliger Übergang,انتقال عشوائي
Reading font information...,Lecture des informations de police...,Schriftinformationen werden eingelesen ...,قراءة معلومات الخط...
Reason:,Raison :,Grund:,السبب:
Reason: %1,Raison : %1,Grund: %1,السّبب: %1
Recent backgrounds:,Arrières-plans récents :,Zuletzt verwendete Hintergründe:,خلفيات مستخدمة حديثا:
Recent documents,Documents récents,Zuletzt geöffnete Dokumente,المستندات الحديثة
Rectangle,Rectangle,Rechteck,مستطيل
Red,Rouge,Rot,الأحمر
Regular Expression,Expression rationnelle,Regulärer Ausdruck,تعبير اعتياديّ
Reload,Recharger,Neu laden,أعد التحميل
Reload document on file change,Recharger le document en cas de modification du fichier,Geänderte Dokumentdateien neu laden,أعد تحميل المستند عند تغيّر الملف
Reload the current document from disk.,Recharger le document actuel à partir du disque.,Lädt das aktuelle Dokument erneut vom Datenträger.,أعد تحميل المستند الحالي من القرص.
Reloading the document...,Rechargement du document...,Dokument wird neu geladen ...,يعيد تحميل المستند...
Remove Bookmark,Supprimer un signet,Lesezeichen entfernen,حذف علامة موقع
Remove all Bookmarks for this Document,Supprimer tous les signets pour ce document,Alle Lesezeichen für dieses Dokument entfernen,أزل كل العلامات لهذا المستند
Remove this Bookmark,Supprimer ce signet,Dieses Lesezeichen entfernen,أزل هذه العلامة
Rename Bookmark,Renommer un signet,Lesezeichen umbenennen,غير اسم العلامة
Rename the current bookmark,Renommer le signet actuel,Das aktuelle Lesezeichen umbenennen,أعد تسمية العلامة الحاليّة
Rename this Bookmark,Renommer ce signet,Diese Lesezeichen umbenennen,أعد تسمية هذه العلامة
Rendering options:,Options de rendu :,Render-Einstellungen:,خيارات التصيير:
Replace,Remplacer,Ersetzen,استبدل
Request to Change Viewing Mode,Demander avant de changer de mode d'affichage,Anfrage zur Änderung des Anzeigemodus,اطلب تغير نمط العرض
Resume movie,Reprendre un film,Film wieder abspielen,استأنِف الفِلم
Rev. %1: Signed By %2,Rév. %1: Signé par %2,Rev. %1: Signiert von %2,المراجعة %1: وقعت بواسطة %2
Revision Preview,Aperçu des révisions,Revisionsvorschau,المراجعة السابقة
Rich Media,Média riche,Rich Media,وسيط غني
Right,Droite,Rechts,يمين
Right Closed Arrow,Flèche ferlée vers la droite,Geschlossener Pfeil nach Rechts,السهم الأيمن المغلق
Right Open Arrow,Flèche ouverte vers la droite,Offener Pfeil nach Rechts,السهم الأيمن المفتوح
Right to left reading direction,Sens de lecture de droite à gauche,Leserichtung von rechts nach links,اتجاه القراءة من اليمين إلى اليسار
Rotate Left,Faire pivoter à gauche,Links drehen,أدر لليسار
Rotate Right,Faire pivoter à droite,Rechts drehen,أدر لليمين
Share,Partager,Veröffentlichen,شارك
SHA-1 Fingerprint,Empreinte SHA-1,SHA-1-Fingerabdruck,بصمة SHA-1
SHA-256 Fingerprint,Empreinte SHA-256,SHA-256-Fingerabdruck,بصمة SHA-256
SHA1,SHA1,SHA-1,SHA1
SHA224,SHA224,SHA-224,SHA224
SHA256,SHA256,SHA-256,SHA256
SHA384,SHA384,SHA-384,SHA384
SHA512,SHA512,SHA-512,SHA512
Save - Warning,Enregistrer - Avertissement,Speichern - Warnung,تحذير - الحفظ
Save As,Enregistrer sous,Speichern unter,احفظ كَ‍
Save Signed File As,Enregistrer le fichier signé sous,Signierte Datei speichern unter,حفظ الملف الموقع باسم
Save a Copy Elsewhere,Enregistrer une copie quelque part ailleurs,Woanders eine Kopie speichern,احفظ نسخ في مكان آخر
Save as Okular document archive...,Enregistrer comme archive de document Okular...,Als Okular-Dokumentarchiv speichern ...,احفظ كأرشيف مستند أوكلار...
Save file,Enregistrer le fichier,Datei speichern,احفظ الملف
Save to File…,Enregistrer vers un fichier...,In Datei speichern …,احفظ في ملفّ…
Scale mode:,Mode de mise à l'échelle :,Skalierungsmodus:,وضع الحجم:
SciTE,SciTE,SciTE,SciTE
Screen,Écran,Bildschirm,شاشة
Screen %1,Écran n° %1,Bildschirm %1,الشاشة %1
Screen %1 (%2 %3 %4),Écran %1 (%2 %3 %4),Bildschirm %1 (%2 %3 %4),الشاشة %1 (%2 %3 %4)
Screen %1 (disconnected),Écran %1 (déconnecté),Bildschirm %1 (nicht verbunden),الشاشة %1 (مفصولة)
Scroll Down,Descendre,Nach unten,لف لأسفل
Scroll Page Down,Faire défiler la page vers le bas,Eine Seite nach unten,التمرير لأسفل
Scroll Page Up,Faire défiler la page vers le haut,Eine Seite nach oben,التمرير لأعلى
Scroll Up,Monter,Nach oben,لف لأعلى
Search Options,Options de recherche,Sucheinstellungen,خيارات البحث
Search for '%1' in this document,Chercher « %1 » dans ce document,Nach „%1“ im diesem Dokument suchen,ابحث عن '%1' في هذا المستند
Search for '%1' with,Recherche de « %1 » avec,Nach „%1“ suchen mit,ابحث عن '%1' باستخدام
Search...,Chercher…,Suchen ...,ابحث...
Select All Text on Current Page,Sélectionner tout le texte de la page actuelle,Gesamten Text der aktuellen Seite auswählen,حدّد كلّ النّصّ في الصفحة الحالية
Select a custom stamp symbol from file,Sélectionner un symbole de tampon personnalisé depuis un fichier,Wählen Sie ein benutzerdefiniertes Stempelsymbol aus einer Datei,اختر رمز ختم مخصص من ملف
Select background image,Sélectionnez l'image d'arrière-plan,Hintergrundbild auswählen,حدد صورة الخلفية
Select certificate to sign with:,Sélectionner un certificat avec lequel signer :,Zertifikat zum Signieren auswählen:,حدد شهادة للتوقيع بها:
Select color,Sélectionner une couleur,Farbauswahl,اختر لوناً
Select custom stamp symbol,Sélectionner un symbole de tampon personnalisé,Benutzerdefiniertes Stempelsymbol auswählen,اختر رمز ختم مخصص
Select text,Sélectionner du texte,Wählen Sie Text aus,حدد نص
Select zooming area. Right-click to zoom out.,Sélectionner une zone à redimensionner. Utiliser le clic droit pour réduire.,Wählen Sie den zu vergrößernden Bereich. Ein Rechtsklick verkleinert.,اختر منطقة التكبير. نقرة-يمنى للتصغير.
Selection Tools,Outils de sélection,Auswahlwerkzeuge,أدوات التحديد
Serial Number,Numéro de série,Seriennummer,الرّقم التّسلسليّ
Sets the external editor command,Définit la commande externe de l'éditeur,Legt das Kommando für den externen Editor fest,تعين أمر المحرر الخارجي
Shape fill:,Remplissage de la forme :,Farbfüllung:,تعبئة الشكل:
Share,Partager,Veröffentlichen,شارك
Shift Hue Negative,Décaler la teinte en négatif,Farbton abschwächen,تحويل سلبي لحساسية الضوء
Shift Hue Positive,Décaler la teinte en positif,Farbton verstärken,تحويل إيجابي لحساسية الضوء
Shift hue negative,Décaler la teinte en négatif,Farbton abschwächen,تحويل سلبي لحساسية الضوء
Shift hue positive,Décaler la teinte en positif,Farbton verstärken,تحويل إيجابي لحساسية الضوء
Show Page Bar,Afficher la barre des pages,Seitendarstellungsleiste anzeigen,أظهر شريط الصفحة
Show Signatures Panel,Afficher le panneau des Signatures,Signaturbereich anzeigen,اعرض لوحة التواقيع
Show Forms,Afficher les formulaires,Formulare anzeigen,اعرض الاستمارات
Show Sidebar,Afficher la barre latérale,Seitenleiste anzeigen,أظهر الشريط الجانبي
Show annotations for current page only,Afficher les annotations uniquement pour la page actuelle,Nur Anmerkungen für die aktuelle Seite anzeigen,اعرض الشروح للصفحة الحالية فقط
Show backend selection dialog,Afficher la boîte de dialogue de sélection du moteur de rendu,Auswahldialog für Anzeigemodule anzeigen,اعرض حوار اختيار الخلفية
Show bookmarked pages only,Afficher uniquement les pages en signet,Nur Lesezeichen-Seiten anzeigen,اعرض الصفحات المعلمة فقط
Show for all documents,Afficher pour tous les documents,Für alle Dokumente anzeigen,أظهر لكل المستندات
Show hints and info messages,Afficher les astuces et les messages d'informations,Tipps und Infomeldungen anzeigen,اعرض تلميحات و رسائل المعلومات
Show more annotation tools,Afficher plus d'outils d'animations,Weitere Anmerkungswerkzeuge anzeigen,أظهر المزيد من أدوات الشرح
Show progress indicator,Afficher l'indicateur de progression,Fortschrittsanzeige einblenden,اعرض مؤشر التقدم
Show scrollbars,Afficher les barres de défilement,Bildlaufleisten anzeigen,اعرض أشرطة التمرير
Show summary page,Afficher la page de sommaire,Zusammenfassung anzeigen,اعرض صفحة الملخص
Sidebar,Barre latérale,Seitenleiste,الشريط الجانبي
Sign,Signer,Signieren,وقّع
Sign CRL,Signer en CRL,CRL signieren,وقع CRL
Sign Certificate,Certificat de signature,Zertifikat signieren,شهادة التوقيع
Signature Properties,Propriétés de la signature,Signatur-Eigenschaften,خصائص التوقيع
Signature Type: %1,Type de signature : %1,Gültigkeit der Signatur:,نوع التوقيع: %1
Signature Validity:,Validité de la signature :,Gültigkeit der Signatur:,صلاحية التوقيع:
Signatures,Signatures,Signaturen,التواقيع
Signed By:,Signé par :,Signiert von:,وقّعها:
"Signed by: %1

Date: %2","Signé par : %1

Date : %2","Signiert von : %1

Datum: %2","وقع بواسطة: %1

التاريخ: %2"
Signing Time:,Moment de la signature :,Signatur-Datum:,وقت التوقيع:
Signing Time: %1,Moment de la signature : %1,Signatur-Datum %1,وقت التوقيع: %1
Signing cancelled by user,La signature a été annulée par l'utilisateur.,,ألغي التوقيع بواسطة المستخدم
Signing in progress. You can adjust the position and size of the signature,Signature en cours. Vous pouvez ajuster la position et la taille de la signature,Signieren wird ausgeführt. Die Position und Größe der Signatur kann angepasst werden.,يجري التوقيع، يمكنك تعديل مكان وحجم التوقيع
Size,Taille,Größe,الحجم
Slash,Barre oblique,Schrägstrich,شَّرطة
Sold,Vendu,Verkauft,مباع
Sound,Son,Klang,الصوت
Sound Properties,Propriétés de son,Klang-Eigenschaften,خصائص الصوت
Source: %1,Source : %1,Quelle: %1,المصدر: %1
Speak,Énoncer vocalement,Vorlesen,انطق
Speak Current Page,Énoncer vocalement la page actuelle,Aktuelle Seite vorlesen,انطق بالصفحة الحالية
Speak From Current Page,Énoncer vocalement la page actuelle,Aktuelle Seite vorlesen,انطق بدءًا من الصفحة الحالية
Speak Text,Énoncer vocalement le texte,Text vorlesen,اقرأ النص
Speak Whole Document,Énoncer vocalement le document entier,Gesamtes Dokument vorlesen,انطق بالمستند كاملا
Split horizontal in,Séparer horizontalement de l'intérieur,Horizontal nach innen teilen,انقسام أفقي للداخل
Split horizontal out,Séparer horizontalement de l'extérieur,Horizontal nach außen teilen,انقسام أفقي للخارج
Split vertical in,Séparer verticalement de l'intérieur,Vertikal nach innen teilen,انقسام رأسي للداخل
Split vertical out,Séparer verticalement de l'extérieur,Vertikal nach außen teilen,انقسام رأسي للخارج
Square,Carré,Quadrat,مربع
Squiggle,Gribouillis,Schnörkel,خط متعرج
Squiggle text,Gribouiller du texte,Verschnörkelter Text,نصّ متمايِل
Squiggle with Comment,Gribouillis avec commentaire,Schnörkel mit Kommentar,نصّ متمايِل مع تعليق
Stamp,Tampon,Stempel,الختم
Stamp Properties,Propriétés de tampon,Stempel-Eigenschaften,ختم الخصائص
Stamp symbol:,Symbole de tampon :,Stempel-Symbol,رمز الختم:
Stamp with Comment,Tampon avec commentaire,Stempel mit Kommentar,ختم مع تعليق
Start Over,Recommencer,Neu beginnen,ابدأ من جديد
Start Presentation,Démarrer une présentation,Präsentation starten,ابدأ العرض
Start the document in presentation mode,Démarre ce document en mode « Présentation »,Dokumentanzeige im Präsentationsmodus beginnen,ابدأ المستند في نمط العرض التقديمي
Start with print dialog,Commencer avec la boîte de dialogue d'impression,Startet mit dem Druckdialog,ابدأ بحوار الطباعة
Start with print dialog and exit after printing,Lancer avec la boîte de dialogue d'impression et quitter après l'impression,Startet mit dem Druckdialog und wird nach dem Drucken beendet,ابدأ بحوار الطباعة ثم اخرج بعد الطباعة
Stop,Arrêt,Anhalten,أوقف
Stop Sound,Arrêter le son,Wiedergabe anhalten,أوقف الصوت
Stop Speaking,Arrêter l'énonciation vocale,Vorlesen anhalten,أوقف النطق
Stop movie,Arrêter un film,Film anhalten,أوقِف الفِلم
Straight Line,Ligne droite,Gerade Linie,خط مستقيم
Straight Line Properties,Propriétés de ligne droite,Linien-Eigenschaften,خصائص الخط المستقيم
Straight Line with Comment,Ligne droite avec commentaire,Gerade Linie mit Kommentar,خط مستقيم مع ملاحظة
Straight line,Ligne droite,Gerade Linie,خط مستقيم
Strike Out,Barré,Durchstreichen,شطب
Strike Out with Comment,Barré avec commentaire,Durchgestrichener Text mit Kommentar,اشطب النصّ مع تعليق
Strike out,Barré,Durchgestrichen,شطب خارج
Strike out text,Barrer du texte,Text durchstreichen,اشطب النصّ
Subject,Sujet,Inhaber,الموضوع
Switch Blackscreen Mode,Bascule en mode « Écran noir »,Schwarzschirm-Modus umschalten,بدل نمط الشاشة السوداء
Switch Screen,Changer d'écran,Bildschirm wechseln,بدل الشاشة
Switch to existing tab if file is already open,Basculer vers un onglet existant si le fichier est déjà ouvert,"Zum vorhandenen Unterfenster wechseln, wenn die Datei bereits geöffnet ist.",بدّل إلى اللسان الموجود إذا كان الملف مفتوح بالفعل
Sync Thumbnail with Page,Synchroniser la vignette à la page,Vorschaubilder mit der Seite abgleichen,زامن المصغرات بالصفحة
Table Selection,Sélection de tableau,Tabellenauswahl,تحديد الجدول
Table selection tool,Outil de sélection de tableau,Tabellenauswahl,أداة اختيار الجداول
Tag,Marqueur,Stichwort,وسم
Tap anywhere to go forward,Tapez n'importe où pour aller en avant,Irgendwo tippen um vorwärts zu gehen,اطرق في أي مكان لتذهب للأمام
Tap left/right side to go back/forward,Tapez du côté gauche / droit pour aller en arrière / en avant,Links/Rechts tippen um zurück/vorwärts zu gehen,اطرق يمين/يسار لتذهب للأمام/للخلف
TeX Font Metric,Métrique de police de TeX,TeX Font-Metrik,خط تخ متري
TeX FreeType-handled,TeX géré comme FreeType,TeX FreeType-bearbeitet,تخ فري تايب
TeX PK,PK de TeX,TeX PK,TeX PK
TeX virtual,TeX virtuel,TeX virtuell,تخ افتراضي
TeXiFy IDEA,TeXiFy IDEA,TeXiFy IDEA,TeXiFy IDEA
TeXstudio,TeXstudio,TeXstudio,TeXstudio
Text color:,Couleur du texte :,Textfarbe:,لون النّصّ:
Text Markup Properties,Propriétés de balise de texte,Textmarkierungs-Eigenschaften,خصائص وسم النَّص
Text markup,Balise de texte,Textmarkierung,إبراز النَّص
Text of the new note:,Texte de la nouvelle note :,Text der neuen Notiz:,نص الملاحظة الجديدة:
Text to search for,Texte à rechercher,Suchtext,النص للبحث عنه
