English,French,German,Arabic
Split the currently active view horizontally into two views.,Scinde la vue actuellement active horizontalement en deux vues.,Teilt die aktive Ansicht waagerecht in zwei Ansichten.,اقسم أفقيًّا المنظور النشط حاليًّا إلى إثنين.
Split the currently active view vertically into two views and move the currently active document to right view.,Scinder la vue actuellement active verticalement en deux vues et déplacer le document actuellement actif dans la vue de droite.,Teilt die aktive Ansicht senkrecht in zwei Ansichten und verschiebt das derzeit aktive Dokument in die rechte Ansicht.,اقسم رأسياً المنظور النشط حالياً إلى إثنين، وانقل المستند الحالي النشط إلى القسم اليمين.
Split the currently active view vertically into two views.,Scinde la vue actuellement active verticalement en deux vues.,Teilt die aktive Ansicht senkrecht in zwei Ansichten.,اقسم رأسيًّا المنظور النشط حاليًّا إلى إثنين.
Stage Hunk,Référencer un morceau,Block zum Index,كتلة مُعدة
Start Kate with a given session.,Démarrer Kate avec une session donnée.,Kate mit einer bestimmten Sitzung starten.,ابدأ «كيت» بجلسة مُعطاة.
"Start Kate with a new anonymous session, implies '-n'.","Démarrer Kate avec une nouvelle session anonyme, implique « -n ».","Kate mit einer neuen, anonymen Sitzung starten. Impliziert „-n“.",ابدأ «كيت» بجلسة مجهولة، يدلّ على '‎-n'.
Starting Up,Démarrage,Programmstart läuft,يبدأ
Status on Disk,État sur le disque,Status auf der Festplatte,الحالة على القرص
Sven Brauch,Sven Brauch,Sven Brauch,سفين بروش
Switch to Instance,Basculer vers une instance,Zur Instanz wechseln,بدّل إلى السيرورة
Switch to Tab %1,Basculer vers l'onglet %1,Zur Instanz wechseln,انتقل إلى اللسان %1
Sync section size with tab positions,Synchroniser la taille de la section avec la position avec les onglets,Abschnittsgröße mit Reiterposition abgleichen,زامن حجم القسم مع مواضع اللسان
Synchronize Scrolling,Synchroniser les défilement,Neues Fenster,زامِن التمرير
Synchronize scrolling of this split-view with other synchronized split-views,Synchroniser le défilement de cette vue scindée avec les autres vues scindées synchronisées.,,مزامنة التمرير لهذا العرض المقسم مع العروض المقسمة المتزامنة الأخرى
"Testing, ...",Tests en cours...,Tests ...,الاختبار، ...
The Editing Commands,Les commandes d'édition,Die Bearbeitungsbefehle,أوامر التّحرير
The cool buffersystem,Le superbe système de tampons,Das wunderbare Puffersystem,نظام الصِّوانات الرائع
The diff command failed. Please make sure that git is installed and in your PATH.,Impossible de lancer la commande « diff ». Veuillez vous assurer que le logiciel « git » est bien référencé dans votre variable d'environnement « PATH ».,"Der Befehl diff ist fehlgeschlagen. Bitte vergewissern Sie sich, dass Git installiert ist und sich in Ihrem PATH befindet.",فشل أمر الفرق. فضلًا تحقّق بأنّ git‎ مثبّت وفي مسارك PATH.
"The document ""%1"" has been modified. Do you want to save your changes or discard them?",Le document « %1 » a été modifié. Voulez-vous vraiment enregistrer vos changements ou les annuler ?,Das Dokument „%1“ wurde geändert. Möchten Sie die Änderungen speichern oder verwerfen?,عُدّل المستند '%1' ولم يُحفظ. أتريد حفظ التّعديلات أو رفضها؟
"The file '%1' could not be opened: it is not a normal file, it is a folder.","Impossible d'ouvrir le fichier « %1 » : ce n'est pas un fichier normal, c'est un dossier.","Die Datei „%1“ lässt sich nicht öffnen. Es handelt sich um einen Ordner, nicht um eine normale Datei.",تعذّر فتح الملفّ '%1'، لا يبدو ملفًّا بل مجلّدًا.
The file '%1' does not exist,Le fichier « %1 » n'existe pas.,,الملفّ '%1 غير موجود
The files/URLs opened by the application will be deleted after use,Les fichiers et URL ouverts par l'application seront supprimés après utilisation,Die von der Anwendung geöffneten Dateien/URLs werden nach Gebrauch gelöscht.,المستندات والعناوين التي يفتحها التّطبيق ستُحذف بعد استخدامها
The path '%1' doesn't exist,L'emplacement « %1 » n'existe pas.,,المسار '%1 غير موجود
The plugin required to open folders was not found,Il a été impossible de trouver le module externe nécessaire à l'ouverture des dossiers,Das zum Öffnen von Ordern erforderliche Modul wurde nicht gefunden,الملحق المطلوب لفتح المجلّدات غير موجود
The selected program could not be started. Maybe it is not installed.,Il est impossible de démarrer le programme sélectionné. Il n'est peut-être pas installé.,Das ausgewählte Programm kann nicht gestartet werden. Vielleicht ist es nicht installiert.,لا يمكن بدء البرنامج المحدد. ربما لأنه غير مثبت.
"The session contains the list of open documents, recently opened files list, bookmarks, cursor position etc. When the session is loaded all elements are restored.","La session contient la liste des documents ouverts, des fichiers récents, des signets, la position du curseur, etc. Lorsque la session est ouverte, tous ces éléments sont restaurés.","Die Sitzung enthält die Liste der geöffneten Dokumente und zuletzt geöffneter Dateien, Lesezeichen, Cursor-Position usw. Wird die Sitzung geladen, dann werden alle Elemente wiederhergestellt.",تحوي الجلسة قائمة المستندات المفتوحة، والملفّات المفتوحة حديثًا، والعلامات ومكان المؤشّر وغيرها. عندما تُحمّل جلسة تُستعاد كلّ العناصر.
"The session could not be renamed to ""%1"". Failed to write to ""%2""",Impossible de renommer la session en « %1 ». Impossible d'écrire dans « %2 ».,Die Sitzung kann nicht in „%1“ umbenannt werden. Fehler beim Schreiben in „%2“,"تعذّرت إعادة تسمية الجلسة إلى ""%1"". فشلت الكتابة إلى ""%2"""
"There is already an existing session with your chosen name: %1
Please choose a different one.","Il existe déjà une session portant le nom que vous avez choisi : %1
Veuillez en choisir un autre.","Es besteht bereits eine Sitzung mit dem von Ihnen gewählten Namen: %1
Bitte wählen Sie einen anderen Namen.","هناك فعلًا جلسة موجودة بالاسم المختار: %1
فضلًا اختر اسمًا آخر"
"This lists files which you have opened recently, and allows you to easily open them again.",Liste les fichiers que vous avez ouverts récemment et vous permet de les ouvrir à nouveau facilement.,"Hier werden Dokumente angezeigt, die Sie zuletzt geöffnet haben. Dadurch können Sie sie leicht erneut öffnen.",يسرد هذا الملفّات التي فتحتها حديثًا، ويسمح لك بفتحها مجدّدًا بسهولة.
This shows help files for various available plugins.,Cette fonction affiche les fichiers d'aide des divers modules externes disponibles.,Hiermit werden Hilfedateien für die verfügbaren Module angezeigt.,يُظهر هذا مساعدة للملحقات العديدة المتوفّرة.
This will close all open documents beside the current one. Are you sure you want to continue?,Cette fonction fermera tous les documents ouverts sauf le document actuel. Voulez-vous vraiment continuer ?,Es werden alle geöffneten Dokumente außer dem aktuellen Dokument geschlossen. Möchten Sie wirklich fortfahren?,سيُغلق هذا كلّ المستندات المفتوحة مع الحاليّ. أمتأكّد من المتابعة؟
This will close all open documents. Are you sure you want to continue?,Cette fonction fermera tous les documents ouverts. Voulez-vous vraiment continuer ?,"Es werden alle geöffneten Dokumente geschlossen. Sind Sie sicher, dass Sie fortfahren möchten?",سيُغلق هذا كلّ المستندات المفتوحة. أمتأكّد من المتابعة؟
This will hide the menu bar completely. You can show it again by typing %1.,Ceci cachera entièrement la barre de menu. Il est possible de l'afficher de nouveau en saisissant %1.,"Hiermit wird das Menü vollständig ausgeblendet. Geben Sie %1 ein, um es wieder anzuzeigen.",سيُخفي هذا شريط القوائم بالكامل. يمكنك إظهاره مجدّدًا بضغط %1.
"To save a session, you must specify a name.",Vous devez spécifier un nom pour enregistrer la session.,Zum Speichern einer Sitzung müssen Sie einen Namen eingeben.,لحفظ جلسة عليك تحديد اسم لها.
Toggle Orientation,Basculer l'orientation,Ausrichtung wechseln,بدّل الاتّجاه
Toggle Scroll Synchronization,Activer / Désactiver la synchronisation du défilement,Automatischer Abgleich,تبديل مزامنة التمرير
Toggle scroll synchronization for the current view,Activer / Désactiver la synchronisation du défilement pour l'affichage courant,Wechselt die Ausrichtung der aktuellen geteilten Ansicht,تبديل مزامنة التمرير للعرض الحالي
Toggles the orientation of the current split view,Bascule l'orientation de la séparation de la vue actuelle,Wechselt die Ausrichtung der aktuellen geteilten Ansicht,يبدّل اتّجاه المنظور المقسوم الحاليّ
Tool Views,Vues des outils,Werkzeugansichten,مناظير الأدوات
Toolview Manager,Gestionnaire d'affichage pour les outils,Verwaltung der Werkzeugansicht,مدير أداة العرض
Top Sidebar,Barre latérale en haut,Obere Seitenleiste,الشّريط الجانبيّ العلويّ
Tyson Tan,Tyson Tan,Tyson Tan,Tyson Tan
Unified,Unifié,Vereinigt,موحّد
Unlimited,Illimité,Unbegrenzt,غير محدود
Unstage Hunk,Dé-référencer un morceau,Block aus dem Index,كتلة غير مُعدة
Upward Split View,Vue scindée en haut,Obere Teilansicht,المنظور المقسوم الأعلى
Use a separate dialog for handling externally modified files,Utiliser une boîte de dialogue spécifique pour gérer les fichiers modifiés de façon externe,Eigenen Dialog für die Bearbeitung extern geänderter Dateien verwenden,استخدم حواري منفصل للتعامل مع الملفات المعدلة خارجيا
Use the Tabbar context menu to compare two documents,Utiliser le menu contextuel de la barre d'onglets pour comparer deux documents,Mit dem Kontextmenü der Unterfensterleiste können zwei Dokumente verglichen werden,استخدم قائمة السياق لشريط الألسنة للمقارنة بين مستندين
Use this command to show or hide the tabs for the views,Utilisez cette commande pour afficher ou cacher les onglets de la vue,Mit diesem Befehl können die Reiter für die Ansichten angezeigt oder ausgeblendet werden,استخدم هذا الأمر لإظهار أو إخفاء ألسنة المناظير
Use this command to show or hide the view's statusbar,Utilisez cette commande pour afficher ou cacher la barre d'état de la vue,Mit diesem Befehl kann die Statusleiste der Ansicht ein- und ausgeblendet werden,استخدم هذا الأمر لإظهار أو إخفاء شريط حالة المنظور
User Feedback,Retours des utilisateurs,Benutzer-Feedback,مشاركة بياناتك
Very nice help,Aide très précieuse,Freundliche Unterstützung,مساعدة لطيفة جدًّا
Visit homepage,Visitez la page d'accueil,Internetseite besuchen,زر الصفحة الرئيسية
Waldo Bastian,Waldo Bastian,Waldo Bastian,والدو باستيان
Waqar Ahmed,Waqar Ahmed,Waqar Ahmed,وقار أحمد
Warning,Avertissement,Warnung,تحذير
Warnings,Avertissements,Warnungen,التّحذيرات
Welcome,Bienvenue,Willkommen,مرحباً
Welcome Page,Page de bienvenue,Willkommen-Seite,صفحة الترحيب
Welcome to %1,Bienvenue dans %1,Willkommen zu %1,مرحبا بك في %1
When a window is closed the documents opened only in this window are closed as well.,"Lorsqu'une fenêtre est fermée, les documents ouverts uniquement dans cette fenêtre sont également fermés.","Wenn ein Fenster geschlossen wird, werden die Dokumente, die nur in diesem Fenster geöffnet sind, ebenfalls geschlossen.",عند إغلاق نافذة، تغلق المستندات التي فتحت في هذه النافذة فقط.
When checked double click opens a new document.,"Lorsque sélectionné, un double-clic ouvre un nouveau document.","Wenn dies aktiviert ist, dann öffnet ein Doppelklick ein neues Dokument.",عندما تفعل النقر المزدوج يفتح مستند جديد.
When checked each tab will display a close button.,"Quand activé, chaque onglet affichera un bouton de fermeture.","Wenn dies aktiviert ist, dann wird auf jedem Karteireiter ein Knopf zum Schließen des Unterfensters angezeigt.",عندما تفعل سيظهر زر الغلق على كل لسان.
When checked middle click closes a document.,"Lorsque sélectionné, un clic central ferme un document.","Wenn dies aktiviert ist, dann schließt ein Mittelklick ein Dokument.",عندما تفعل النقر بالزر الأوسط يغلق مستند.
When checked tab text might be elided if it is too long.,"Quand cette option est sélectionnée, le texte de l'onglet pourrait être ignoré s'il est trop long.","Wenn dies aktiviert ist, dann wird der Text im Reiter abgekürzt, wenn er zu lang ist.",عندما تُحدد سيُقلص طول نص اللسان إذا كان طويلا.
When checked tabs take as much size as possible.,"Quand activé, les onglets prendront la plus grande taille possible.","Wenn dies aktiviert ist, dann verwenden Karteireiter soviel Platz wie möglich.",عندما تحدد ستأخذ الألسنة أكبر قد ممكن من الحجم
When checked tabs will be hidden if only one document is open.,"Quand cette option est sélectionnée, les onglets seront masqué si un seul document est ouvert.","Wenn dies aktiviert ist, werden die Karteireiter nicht angezeigt, wenn nur ein Dokument geöffnet ist.",عند التحديد ستخفى الألسنة إذا كان هناك ملف واحد مفتوح فقط.
When checked this will allow scrolling in tab bar when number of tabs is large.,"Quand cette option est cochée, ceci autorisera le défilement de la barre des onglets lorsque ces derniers sont nombreux.","Wenn dies aktiviert ist, dann kann durch die Karteireiter geblättert werden, wenn ihre Anzahl sehr groß ist.",عند تحديده، سيسمح هذا بالتمرير في شريط الألسنة عندما يكون عدد الألسنة كبيرًا.
"When enabled the section size will be determined by the position of the tabs.
This option does not affect the bottom sidebar.","Lorsque cette option est activée, la taille de la section sera déterminée par la position des onglets.
Cette option n'affecte pas la barre latérale inférieure.","Ist diese Einstellung aktiv, wird die Abschnittsgröße von der Position der Karteireiter bestimmt.
Diese Option hat keine Auswirkung auf die untere Leiste.","عندما تفعل سيحدد حجم القسم بواسطة موضع الألسنة.
هذا الخيار لن يؤثر الشريط الجانبي السفلي."
"When enabled, the output line timestamp headers will be prefixed with date.","Lorsque cette option est activée, les en-têtes d'horodatage des lignes de sortie seront préfixés avec la date.",,عند تمكين ذلك، سيضاف التاريخ إلى ترويسة طابع زمني لسطر الإخراج.
Wildcard Filtering,Filtrage avec caractères génériques,Platzhalter-Filterung,ترشيح حرف البدل
You dropped the directory %1 into Kate. Do you want to open all files contained in it?,Vous avez déposé le dossier %1 dans Kate. Voulez-vous ouvrir tous les fichiers qu'il contient ?,Sie haben den Ordner %1 in Kate gezogen. Möchten Sie alle darin enthaltenen Dateien öffnen?,لقد أفلتّ الدّليل %1 في «كيت». أتريد فتح كلّ الملفّات التي فيه؟
You have unsaved changes. Do you want to apply the changes or discard them?,Certaines modifications ne sont pas enregistrées. Voulez-vous enregistrer vos changements ou les abandonner ?,Es gibt ungespeicherte Änderungen. Möchten Sie diese Änderungen übernehmen oder verwerfen?,لم تحفظ التغييرات. هل تريد تطبيق التغييرات أم تجاهلها؟
Yury Lebedev,Yury Lebedev,Yury Lebedev,يوري ليبيديف
[NEW],[Nouveau],[NEU],[الجديد]
[OLD],[Fin de vie],[ALT],[القديم]
[read only],[lecture seule],[Nur lesen],[للقراءة فقط]
[urls...],[URLs…],[Adressen ...],[العناوين...]
column,colonne,Spalte,العمود
encoding,encodage,Kodierung,التّرميز
line,ligne,Zeile,السّطر
pid,pid,pid,معرّف‌العمليّة
session,session,Sitzung,الجلسة
