Internal Market Economy,اقتصاد سوق داخلي
Internal Market System,نظام السوق الداخلي
Internal Migration,هجرة داخلية
Internal Monopolies,احتكارات داخلية
Internal Price Structure,هيكلية الأسعار الداخلية
"Internal Price Structure/ International
Price Levels",مستويات الأسعار العالمية
Internal Revenue Service,مصلحة الضرائب الداخلية
Internality,داخلانية
International capital,رأس المال العالمي
international coordination,تنسيق دولي
International Cross-section Studies,لدارسات دولية مقارنة
International Economics,اقتصاد دولي
International Norms,معايير دولية
Internationalism,نزعة دولية (أو العالمية)
Internationalization,تدويل
Internet,شبكة معلومات عالمية
Interpellation,استجواب
Interpersonal,تبادلية/ إنساني بيني
Interpretation (s),تأويل/ تفسيرات/ تأويلات
Interregional,تجارة داخلية بين المناطق
Interregnum,خلو العرش
Interrex,الملكية التناوبية
Intersexuality,تبادلية جنسية
Intersubjective,ذاتوي بيني
Intertemporal Elasticity of Substitution,مرونة الاحلال البين زمنية
Intertextuality,تناص
Intertransposability,تبادل بيني
Interventionism,نزعة التدخل/ تدخل الدولة في الأسعار (والسوق)
Interviews,مقابلات
Intifa’ (tenancy),انتفاع
Intimacy Society,مجتمع حميمي (ريتشارد سينيت)
Intrapreneurship,تنظيم داخل منشأة
Intrinsic,جوهري
Introspection,استبطان/ فحص الذات
Introversion,انطواء ذاتي/ أو انطواء على الذات(كانط)
Intuition,حدس
Intuitive Deduction,استنباط حدسي
Invention,اختراع
Inventory Management,إدارة المخزون
Investment Opportunities,فرص التوظيف والاستثمار
Invisible Hand,يد غير مرئية (ﺁدمسميث)
Invisible Hand in the Market,اليد الخفية في السوق
Involvement,تورط/ انخارط / إلتازم
Ipso facto,بحد ذاته
Irreversibility,لامعكوسية
Islamic Theology,علم الكلام
Islamization,أسلمة
Isolationism,انكفاء
Jacksonian democracy (Andrew Jackson),الديمقراطية الجاكسونية (نسبة الى الرئيس جاكسون)
Jacobinism,يعقوبية
Jainism,جاينية عقيدة هندية (القرن16)
Jajmani System,جاجماني
Japan as a Lifestyle Superpower,دولة اليابان تحيا حياتها باعتبارها دولة عظمى
Japanese Miracle,معجزة يابانية
Japanophilia,ولع باليابان
Jargon,رطانة هجينة
Jeffersonian moment,الحقبة الجفرسونية (نسبة الى الرئيس جفرسون)
Jeremiad,بكائية / تذمر
Jingoism,غلو دموي في الوطنية
Joint Family,عائلة متضافرة
Joint Ventures,مشاريع تشاركية
Journals,مذكارت
Jungle Capitalism,رأسمالية متوحشة
Junk Bond,"سند رسمي يمنح مالكه حقا معينا بالملكية، والذيقد
يكون مربحا ويتمتع بدرجة مخاطرة عالية"
Junker,طبقة إقطاعية أرستقراطية بروسية (بالألمانية)
Just Price Theory,نظرية الثمن العادل
Justification,تسويغ
Juxtaposition,تجاور
kabbalah,القابالاه
Key Quotations,أفكار أساسية مقتبسة
Key -Term,مصطلح رئيسي (مفتاحي)
Key Terms,مصطلحات أساسية
Keying up of Economic Liberalism,إثارة وتحريك الليبرالية الاقتصادية
Kharkhanas,خارخانات (مشاغل إنتاج الحرير في الهند المنغولية)
Kindered Spirits,نفوس متآلفة
Kinetic Energy,طاقة حركية
Kinship,قربى/ نسب/ قرابة
Kinship Bands,أواصر قربى
Kinship Solidarity,تضامن من قرابي
Kinship Ties,صلات القرابة
Know-How,مهارة وبارعة
Knowledge Exchange,تبادل معرفي
Knowledge Links,روابط معرفية (أو روابط معلومات)
Knowledge-Based,قائم على المعرفة (أو قائم على أساس معرفي)
Know-nothing,اللاأدرية
KulturKampf,الكفاح الثقافي
Labor Discipline,نظام العمل
Labor Market,سوق العمل
Labor Market Conflict,نازع سوق العمل
Labor-Intensive Agriculture,زراعة كثيفة العمالة
Laborite,عمالي
Labor-Repressive System,نظام قامع للعمالة
Labour Tenants,مستأجرو عمالة
Labour Force,قوى عاملة
Labour Migration,هجرة عمالية
Labour Power,قوة العمل
Labour Reserves,احتياطات العمالة
Labour-augmenting,مزيد للعمل
Labour-intensive,كثيف الاستخدام للعمل
Laicism,علمانوية
Laicist,داع الى العلمانية
Laicization,علمانة
Laissez- Fair Market Economy,اقتصاد السوقالقائم على عدمالتدخل الحكومي
Laissez-faire,"سياسة عدم التدخل الحكومي (أقل تدخل ممكن بحيث
يقتصر على ما ضروري فقط)"
Laity,علماني
Land reform,إصلاح الأراضي/ إصلاح زراعي
Landed Estates,ملكيات عقارية
Landed Aristocracy,طبقة أرستقراطية مالكة للأراضي
Land-Use Regulations,تشريعات استخدام الأراضي
Language,لغة
Language in New Capitalism,لغة في الرأسمالية الجديدة
Langue,لسان (سويسر)
Large Core Firms,منشآت كبيرة هامة
Larval,يرقانية
Latent Content,مضمون كامن
Latifundia Economy,اقتصاد الأملاك الشاسعة
Latinists,مستلتنون
Law of Fixed Proportions,قانون النسب الثابتة
Law of Unanticipated Consequences,قانون النتائج غير المتوقعة (فيرغسون)
Layman,علماني
Leakage,تسرب/ نقص
Learning by Doing,تعلم عبر الممارسة
LEC (Catholic Electoral League),العصبة الانتخابية الكاثوليكية
Left,يسار
Legitimacy,شرعية
Legitimation,شرعنة
Legitimize,يشرعن
Leisure,فراغ
Leisured Classes,طبقات مرفهة متمتعة بوقت الفارغ
Lens,عدسة
Levantine Tour,رحلة شرق أوسطية
Levelers,دعاة المساواة بين الطبقات
Levels,مستويات
Lexical (Vocabulary) Relations,علاقات مفرداتية
Lexical Metaphors,استعارات مفرداتية
Liability,مسؤولية قانونية
Liberal Democracy,ديمقراطية ليبرالية
Liberal Economistic,إقتصادوي حر
Liberal Islamic Ideology,إيديولوجية إسلامية ليبرالية
Liberalism,ليبرالية
Liberalization,لبرلة، إشاعة الليبرالية
Liberation Theology,لاهوت التحرير
Libertas Ecclesiae,الحرية الكنسية
Life Sciences,علوم الحياة
Life world,حياة العالم
Life-cycle,دورة الحياة
Lifestyle,أسلوب حياة/ نمط حياة
Lifetime Employment,طول فترة التشغيل
Lifetime Value (LTV),قيمة عمرية: للزبون
Light-House,منارة
Line of Descent,سلالة النسب
Lineage mode of production,نمط سلالي للإنتاج
Linear Equation,معدل خطية
Lingua Franca,لغة مشتركة / شائعة ومهيمنة
Linguistic (s),لغوي/ لسانيات
Liquidation of Industries,إغلاق المصانع
Literary Critic,ناقد أدبي
Literary Criticism,نقد أدبي
Liturgy,طقس تعبدي
Living Standards,مستويات المعيشة
Livre de raison,دفتر حسابات الأسرة
Lobby,جماعة ضغط
Local Color,طابع محلي
Localism,نزعة محلية/ إقليمية
"Localized Geographical Clusters or
Agglomerations",تشابكات أو تكتلات جغرافية متركزة
Locational Entropy,فوضى موقعية
Locational Landscape,صورة (أو منظر أو مشهد) موقعية
Locus,المحل الهندسي
Logarithmic Differentiation,تفاضل لوغاريتمي
"Logic of Appearances, vs. Explanatory
Logic",منطق ظاهري إازء منطق تفسيري
Long Term Capital Management,إدارة رأس مال طويل الأجل
Longitudinal Survey Research,بحث استطلاعي طولاني
Loomless,نساج معدم
Luddites,محطمو اﻵلات
Machine Tender,بمثابة شيء ميكانيكي
Macro Economy,اقتصاد كبير
Macroeconomic Behavior,سلوك اقتصادي كلي
Macro-Stabilization,استقرار شامل
Mafia Capitalism,رأسمالية المافيا
Magestrum of church,سلطة الكنيسة التعليمية
Magic,سحر
Magisterial Office,الوظيفة التعليمية
Magistrates,قضاة/ حكام
Mahatmas,مرجعيات روحية (المهاتمات)
Mahmudi,محمودي، عملة فارسية أو هندية
Majority,أكثرية
Makeshift Solution,حل مؤقت بديل عن الحل الصحيح النهائي
Malacca Straits,مضائق ملقه (جنوبشرقﺁسيا)
Management,إدارة
Management/ Space -Time,إدارة عمل/ مكان - زمان
Managerial Command,تحكم إداري
Managing Agency,وكالة للإدارة (بيت خبرة)
Mandicatic orders,جماعات السلطة
Manhood Suffrage,حق الذكور في الاقتراع
Manichean (s),مانوي/ مانويون
Manifest Content,مضمون جلي
Manifestation,تجلي
Manipulation,تلاعب
Mannerism / Artifice,تصنع
Manor,ضيعة الإقطاعي /قصر صاحب الضيعة
Manorial Reaction,رجعية إقطاعية
Marginal Productivity,إنتاجية حدية
Marginal Cost,نفقة حدية/ تكلفة حدية
Marginal Revenue,إيارد حدي
Marginal Utility,منفعة حدية
Marginalisation,تهميش
Marian Devotion,التعبد المريمي
Marital Alliance,تحالف زوجي
Marital Status,حالة اجتماعية
Market Capitalism,رأسمالية السوق
Market Economy,اقتصاد السوق
Market Ideologues,دعاة اقتصاد السوق
Market Incentives,حوافز السوق
Market Liberalism,ليبرالية السوق
Market Price,سعر السوق
Market Relationships,علاقات السوق
Marketers,أنصار السوق الحرة
Marketing Psychology,سيكولوجية التسويق (البيع والشراء)
Markets,أسواق
Martyrdom,استشهاد
Marxism,ماركسية
Marxist Theory,نظرية ماركسية
Masochism,مازوشية
Mass,كتلة
Mass Culture,ثقافة جماهيرية
Mass Democracy,ديمقراطية جماهيرية
Mass Destruction,دمار شامل
Mass Media,وسائل الإعلام
Mass production,إنتاج كثيف/ إنتاج كبير
Mass Reproduction,إنتاج بالجملة
Mass Society,مجتمع جماهيري
Masturbation,استمناء
Materialism,نزعة مادية
Materialistic,مادي
Materializations,تجسداتمادية
Matricide,قتل الأم
Matrilineages,سلالات أمية
Matrix,أرومة، رحم
Matrix Mechanics,ميكانيكا المصفوفات
Maturation Tendency,نزعة البلوغ أو النضوج
Mature,ناضج
Maxims,قواعد سلوكية عامة
Maximum General,قانون الحد الأقصى للأسعار
Meaning,معنى
Meaninglessness,خواء المعنى
Means of Production,وسائل الإنتاج
Measure,مقياس
Mechanization,مكننة
Media,وسائل إعلام/ وسائط إعلام
Media Companies,شركات الإعلام
Media Imperialism,إمبريالية إعلامية
Mediation,وساطة
Mediation Syndrome,ظاهرة التوسط
Medieval Europe,أوروبا العصور الوسطى
Mediocrity,ضحالة
Medium of Exchange,وسيط للتبادل
Mega Corporations,شركات ضخمة
Mega Markets,أسواق ضخمة
Melodrama,ميلودارما
Men of Letters,رجال اﻵداب
Mendicant orders,جماعات الصدقة
Mercantile Capital,رأس المال المركانتيلي (التجاري)
Mercantile mode of production,نمط مركنتالي
Mercantilism,"مركنتيلية (المذهب التجاري) /مدرسة تجارية (أو
مدرسة مركنتيلية)"
Mercenaries,مرتزقة
Mesozoic,دهر وسيط
Message (s),مرسلة/ رسائل
Messianic,مسيحانية
Meta Theory,نظرية شمولية
Metaphor,استعارة (أدبية)
Metaphorical,مجازي
Metaphorical Representations,أشكال تمثيل استعاراتية
Metaphysics,ماوارئيات/ غيبيات/ ميتافيزيقا
Metaplay,ميتامسرحية
Metatheatre,ميتامسرح
Metatheatricality,ميتاتمسرح
Meteorology,علم الأرصاد الجوية
Method,منهج
Method Acting,الأداء التمثيلي المنهجي
Methodist Church,كنيسة منهجية
Methodological,منهجي
Methodology,منهجية
Metonymy,كناية
Metropolis,مدينة /عاصمة
Metropolitan,"تجاري كبير جاذب/ عاصمي أو متعلق بالعواصم
والمدن الضخمة جدا"
Microcosmic,نموذج أصغري
Microeconomics,اقتصاد وحدي
Middle Class,طبقة وسطى
Militant Creed,اندفاع وحماس أرباب العقائد
Militarism,نزعة عسكرية
Militarists,أصحاب النزعة العسكرية
Military feudalism,إقطاع حربي
Military intervention,تدخل عسكري
Milky Way,درب التبان
Millenerianism,عقيدة الألفية
Millennial,ألفي
Millennialism,النزعة الألفية
Mimesis,محاكاة
Mind,عقل/ ذهن
Mini lateralism,تعددية صغيرة
Minorities,أقليات
Minority,أقلية
Mirror Stage,مرحلة المرﺁة
Misanthropy,كره البشر
Mismeasurement,سوء القياس
Misrepresented,محرفة
Mission,بعثة تبشيرية/ إرسالية
Mixed Constitution,دستور مختلط
Mixed Economy,اقتصاد مختلط
Mixed Identities,هويات هجينة
Mixed Polity,حكومة مختلطة
Mixture,خليط
MNCs,شركات متعددة الجنسية
Mobile Assets,أصول نقالة
Mobilisational corporatism,تشاركية تحشيدية
Mobilization,تعبئة القوى
Mobilization Theory,نظرية تعبئة الإمكانات
Modality,صيغة
Mode of Being,نمط كينونته الخاص
Mode of Production,نمط الإنتاج/ شكل الإنتاج
Model,نموذج
Model Economy,اقتصاد نموذج
Modern,حديث
Modernism,حداثة/ حداثوية
Modernist,حداثوي
Modernity,حداثة
Modernization,تحديث
Modernization Theory,نظرية التحديث
Modes of coercion,أنماط القسر
Modes of persuasion,أنماط الإقناع
Modes of production,أنماط الإنتاج
Mohist,موهيست (عقيدة عارضت الكونفوشية في الصين)
Molecule,جزيء
Monarchist,ملكي
Monarchy,ملكية/ نظام ملكي (الموناركية)
Monetary Definition of Interests,تحديد المصالح من الناحية المالية
Monetary Economy,اقتصاد نقدي
Monetary Orthodoxy,إدارة الأموال بالشكل السليم المعروف
Monetary Policy,سياسة نقدية
Moneterized Economy,اقتصاد يعتمد العملة بالكامل
Money Economy,اقتصاد نقدي
Money Wage,أجر نقدي
Money-utilization companies,شركات استخدام النقد
Monolithic state power,سلطة الدولة الانفاردية
Monologue,مناجاة
Monophosites,"أتباع الطبيعة الواحدة القائلة بالاتحاد التام بين الطبيعة
الإلهية والإنسانية في المسيح وهو على الأرض(ويسمون اليعاقبة أيضا )"
Monopolistic Competition,منافسة احتكارية
Monopoly,احتكار
Monopoly Control,تحكم احتكاري
Monopoly of Power,احتكار السلطة
Monopoly Profit,ربح احتكاري
Mood,حالة نفسية/ مازج
Moral,أخلاقي
Moral Arguments,مقولة أخلاقية
Moral Majority,الأغلبية الأخلاقية
Moral Metaphysics,ميتافيزيقا خلقية (كانط)
Moral regulation,تنظيم أخلاقي
Moral Responsibility,مسؤولية الأخلاقية
Moralistic,أخلاقي النزعة
Morality,أخلاق/ مناقبية/ أخلاقيات / قيم أخلاقية
Mores,معايير اجتماعية/ أعراف البدائيين وعاداتهم
Morphology,أواليات تكون(مورفولوجية)
Motion Pictures,أفلام سينمائية
Motivation,حافز/ تحفيز
Mudaraba (a kind of commercial activity),مضاربة
Mughal India,الهند تحت حكم المغول (القرنان 19-16)
Multi - nationals,شركات متعددة القوميات والجنسيات
Multi Lateralism,أطراف متعددة
Multi Simultaneous,متزامن (أو متواقت) متعدد
Multicellular Organism,كائنات عضوية متعددة الخلايا
Multilateralism,تعدد الأطراف
Multinational Corporation,شركة متعددة الجنسية
Multiple Personas,الشخصيات المتعددة (عند نفس الفرد)
Multiplier,مضاعف
Multitasking,تعدد المهمات
Muster System,نظام تعبئة العمالة
Mutation,طفرة وراثية
Mutual Consent,توافق متبادل
Mutual Enrichment,اغتناء متبادل
Mutual Interests,مصالح مشتركة
Mutual Sector,تعاوني- قطاع متبادل
Muzara’a (crop-sharing),مزراعة
Mystic,صوفي
Mysticism,تصوف
Mystique,تصوف
Mythical Ancestors,أجداد أسطوريون
Myth-Information,معلومات خرافية (أو أسطورية)
Mythology,ميثولوجيا
Mythopoesis,تحويل أسطوري
Myths,أساطير
Name of father,اسم الأب
Napoleonic Wars,حروب نابليونية
Narcissism,نرجسية
Nardoniki,كلمة روسية معناها «التوجه إلى الناس»
Narrative,مروي/ سرد
Nascent Class,طبقة ناشئة
Nation,أمة
Nation - state,دولة قومية (دولة أمة)
Nation in Arms,أمة مسلحة
National Accounts,حسابات قومية
National Autonomy,استقلال وطني
National Birthright,حق مترتب على الولادة في بلد معين
National Income,دخل قومي
National security state,دولة الأمن القومي
National Socialism,اشتراكية وطنية
Nationalism,نزعة قومية
Nationalist Extremism,تطرف قومي
Nationalist Sentiment,شعور قومي
Nationalistic,قومي
Nationalization,تأميم/ جعل المؤسسات الإنتاجية ملكا للدولة أو للأمة
Nation-state,دولة وطنية
Natives,أهل البلاد
Nativism,أهلانية/ إحياء الثقافة الوطنية
Natural Rate of Growth,معدل النمو الطبيعي
Natural Rights,حقوق طبيعية
Natural Science,علم طبيعي
Natural Selection,انتقاء طبييعي
Natural Units,وحدات طبيعية
Naturalism,المذهب الطبيعي
Naturalistic,طبيعي النزعة
Naturism,طالب لاهوت
Nazis,نازيون
Nazism,نازية
Negation,إنكار
Neo - Liberal,ليبرالية جديدة
Neo-Christendom,العالم المسيحي الجديد
Neoleberals,ليبراليون جدد
Neolithic Village,قرية نيوليتية
Neo-orthodox,متشدد محدث
Nestorian,نسطوري(مسيحي شرقي)
Net Investment,استثمار صافي
Net Output,صافي الناتج
Net rate of Return,معدل العائد الصافي
Network,شبكة
Network Based Economy,اقتصاد شبكي
Neuronal,عصبوني
Neurosis,عصاب
Neurotic Illness,مرض عصابي
Neutral Money,نقود محايدة
Neutralism,نزعة حيادية
Neutrality,حياد
New Capitalism,رأسمالية جديدة
New Christian Right,اليمين المسيحي الجديد
New Classical Perspective,منظور كلاسيكي جديد
New Colony,مستعمرة جديدة
New Deal,الاتفاق الجديد
New Democrat Policy,سياسة ديمقراطية حديثة
New Economic Policy,سياسة اقتصادية جديدة (روسيا)
New England Established Order,نظام نيو إنجلند
New Fundamentalists,أصوليون جدد
New Labor Policy,سياسة عمالية حديثة
New Mercantilism,مدرسة تجارية جديدة
Newly Industrializing Economies,اقتصاديات تتصنع حديثا
Newspaper Reporting,تقرير من الصحف
Newtonian Laws,قوانين وضعها نيوتن حول الجاذبية
Newtonian Synthesis,المستخلص النيوتوني
Nexus,رابطة
Nietzscheanism,نيتشية
Nihilism,عدمية
Nihilistic,عدمي
No Third Way Propositions,فرضيات انسداد الطريق الثالث
Noblesse Oblige,مقتضيات النبالة
Nominal Price,أثمان اسمية
Nominal Stock of Money,مخزون نقدي اسمي
Nominalist,إسماني
Nominalization,تحويل اسمي
Non Governmental Organizations,منظمات غير الحكومية
Non Profit Organizations,منظمات غير الربحية
Nonage,مرحلة ما قبل النضج
Non-Conspicuous Consumption,استهلاك غير مظهري
Non-established Church,كنيسة غير معترف بها رسميا
Non-interest-bearing Government Debt,دين حكومي من دون فائدة
Nonmaterial Satisfaction,إشباع (أو رضا) غير مادي
No-nothing movement,الحركة اللاأدرية
Non-Performing Loans,قروض معلقة
Non-Profit Organization,منظمة غير ربحية
Nonstate,غير خاضع للدولة
Non-Tariff Barriers,حواجز غير جمركية
Normal Science,علم عادي(ذو قواعد ثابتة)
Normalization,تطبيع
Normative,معياري
Normative Propositions,فرضيات معيارية
Normativity,معيارية
Norms,قواعد سلوك
Notables,أعيان
Notebook,مفكرة
Nouveau riche,حديثو الثارء
Nouveau Roman,الرواية الجديدة
Novel,رواية
Novelist,روائي
Nuclear Theory,نظرية نووية
Numerator,بسط
Numinous,ظاهارت خارقة للطبيعة: النومينوس
Numismatics,علم المسكوكات
Obedience,طاعة
Objective,موضوعي
Objective Criteria,معايير موضوعية
Objective Realism,واقعية موضوعية
Objectivity,موضوعية
Obligation,واجب
Obsession,وسواس/ سرساب
Obsolete Mirabilia,ميرابيليا بالية
Occult,باطني (عقيدة باطنية)
Occult Quality,صفة خفية
Occultation,احتجاب
Oceanography,علم المحيطات و ظواهرها
Oedipus Complex,عقدة أوديب
Office,خدمة
Official,موظف دولة
Oligarchic,نخبوي
Oligarchy,حكم القلة /الأوليغاركية
Oligopoly,احتكار القلة
Ontological,وجودي/ كياني
Ontology,وجود (علم)/ علم الكينونة/ الأنطولوجيا/ علم الوجود
Ontophanies,تجليات كينونية (أنطوفاني)
Opaqueness,غموض
Open-market Operations,عمليات السوق المفتوحة
Operating Cost,نفقة تشغيلية
Opinion Makers,صناع الرأي
Opium Trade,تجارة الافيون
Opportunism,انتهازية
Opportunity,فرصة
Opportunity Cost,تكلفة الفرصة البديلة
Oppression,قهر/ سيطرة
Oppressive Agrarian Order,نظام زراعي قمعي
Optics,بصريات
Optimal Path,مسار أمثل
Optimality,وضع أمثل/ أمثلية
Optoelectronic Switching,محولات إلكترونية
Orbit,مدار/ فلك
Orderliness,إنتظام
Orders of discourse,نطق خطابية/ أوامر خطاب
Ordinance,الأوامر التي تصدرها السلطة
Ordinary Inventory Theory,نظرية المخزون السلعي العادية
Ordinate,إحداثي رأسي
Ordre naturel,نظام طبيعي (بالفرنسية)
Organic,عضوي
Organicism,عضوانية
Organism,جسم
Organizational capitalism,رأسمالية تنظيمية
Organizational Intelligence,ذكاء تنظيمي
Organon of Aristotle,أورغانون لأرسطو (كتاب في المنطق)
Oriental Matter,مادة شرقية
Oriental Scholarship,ثقافة شرقية
Oriental Tales,قصص شرقية
Original Accumulation,تراكم أصلي
Original Scheme,نظام أصلي
Originality,فرادة
Orthodox Measures,إجراءات تقليدية
Orthodoxy,"أرثوذكسية (تسمية رسمية للفئة التي تقبل باتحاد
الطبيعتين في المسيح على الأرض)"
Oscillatory Motion,حركة اهتزازية
Otherness,غيرية/ ﺁخرية
Outlay,إنفاق (المال)
Outlook,نظر
Output,ناتج
Output per Unit of Capital,ناتج لوحدة رأس المال
Outputs,مخرجات
Outright Rejection,رفض صريح
Outsourcing,تفويض
Over accumulation,تراكم مفرط
Overcapitalization,رسملة مفرطة
Overestimate,يبالغ في التقدير
Overhead Capital,رأس مال البنى التحتية
Overhead Costs,تكاليف إضافية
Overinvestment,استثمار مفرط
Overlap,تداخل
Overmen,نخبة الناس
Overpowering,إفراط في التزويد بالسلطة
Overstaffing,إغراق في عدد العاملين
P. W. A,إدارة الأشغال العامة
Pagan,وثني
Pagan Ideals,عقائد الوثنيين
Paganism,وثنية
Pahlavi,"الفهلوية (اللغة الفارسية في القرون الميلادية الأولى
استعملت رسميا أيام الدولة الساسانية 226-626م)"
Paidei,تربية وتنشئة
Pan Egyptianism,جامعة مصرانية
Panacea,حل شاف
Panopticon,مراقبة جماعية
Pan-Protestant,بروتستانتي جامع / مشترك
Paper Asset,أصل ورقي
Paper-kinds,أصناف الورق(الكايند)
Papist,بابوي
Paradigm,نموذج/ مثال نموذجي/ بارديغم
Parallel Processing,معالجة متوازية: (في الحاسوب)
Parallelism,موازاة
Parameters,متغيرات
Paramountcy,أولوية
Paranoia,ارتياب (ذهان ارتيابي)
Paraphernalia,ممتلكات
Parasitic Landlord,مالك الأرض الطفيلي
Paratactic Relations,علاقات نظيرية
Paratactically Related Clauses,عبارات بينها ترابط نظيري
Parentage,أبوة وأمومة
Parliamentary Regime,نظام برلماني
Parochialism,نزعة شديدة المحلية
Parody,باروديا
Parole,كلام (سوسير)
Parsi,بارسي
Partial Derivative,مشتقة جزئية
Participants,مشاركون
Participatory,تشاركي
Particularism,خاصية
particularistic,خاصوي
Partisan,نصير
"Partitocrazia, party-crazy",حزبقراطيا
Part-Time Jobs,أعمال تمتد لجزء فقط من يومالعمل العادي
Pass Laws,"قوانين ""مرور"""
Passive,تقبلي
Passive Subjects,موضوعات منفعلة
Pastoral,رعوي
Pastoral Nomads,بداه رعويون
Patent (s),براءة اختارع/ براءات اختارع
Patent Anomaly,خروج مشروع عن المألوف
Patented Animals,حيوانات مسجلة ببراءة اختراع
Paternal Metaphor,مجاز أبوي
Paternalism,نزعة أبوية
Path-Dependent,نمط تنمية تابع للمسار (التاريخي)
Pathological,مرضي
Pathology,علم الأمارض
Pathos,شجوية
Patriarchal Family,أسرة يتولى السلطة فيها الأب أو الجد
Patrilineages,سلالات أبوية
Patrilineal Linage,نسب أبوي
Patriotic Extremism,تطرف وطني
Patriotism,وطنية
Patron,نصير/ حام
Patronage,وصاية
Pattern,نمط/ نموذج/ نمط مرسوم
Patterns of Behavior,مسطرة للسلوك
Pay One’s Way,يتجنب الديون
Payment-in-Kind,تسديد عيني
Peasant,فلاح
Peasant Aristocracy,أرستقراطية فلاحية
Pecuniary Loses,خسارات مالية
Pendulum,نواس
Pentecostal,كنيسة خمسينية
Pentecostalism,العنصرية
Peonage,نظام السثخرة
People Power,سلطة الشعب
People’s Livelihood,قوت الشعب
Perception,إدراك حسي
Perestorika,بيروسترويكا
Perfect Competition,منافسة كاملة
Performance,أداء
Period of Grace,فترة إمهال قبل التنفيذ
Peripheral Bodies,كيانات محيطية
Peripheral capitalism,رأسمالية أطرافية
Peripheral states,دول أطرافية
Peripheries,أطراف(م طرف)
Permanent Income,دخل دائم
Persistence,إصرار، إلحاح
Personal Empowerment,تأهيل شخصي
Personal Exposure,تعرية الذات
Personal Servitude,عبودية فردية
Personal Social Services,خدمات شخصية اجتماعية
Personnel,ملاك
Perspective,منظور
Persuasiveness,إقناعية
Petrocracy,بتروقراطية
Petro-Islam,إسلام بترولي
Petty Bourgeoisie,بورجوازية صغيرة
Phalansteres,مستعمارت تعاونية
Pharmacopoeia,دستور الصيدلة
Phase Transition,مرحلة تحول (أو تحول مرحلي)
Phenomenologists,ظاهراتيون
Phenomenology,ظاهراتية
Phenomenon,ظاهرة
Philanthropists,دعاة حب الإنسان
Philhellenisrn,إتباع (أو تأييد) الهلينية
Philistine,ماديالنزعة
Philistinism,خشونة الذوق
Philology,فقه اللغة
Philosophical Essay,مقالة فلسفية
Phobia,رهاب (خواف)
Phoenicians,فينيقيون
Phoenix,طائر الفينيق
Phonological Relations,علاقات صوتية وظيفية
Photo-Electric Effect,الظاهرة الكهرضوئية
Photon,فوتون
Physiocrats,فيزوقراطيون(طبيعيون)/ أنصار الطبيعة
Physiognomy,مظهر خارجي
Physiology,"مظهر جسدي/ فسلجة/ فيزيولوجيا/ علم وظائف
الأعضاء"
Piecework,تقاضي الأجر على أساس القطعة
Pietism,تقوية
Pietist,تقوي
Pillarization,إرساء الدعائم
Piracy,قرصنة
Place,موضع، مكان مطرح، مكان مخصوص
Planned Economy,اقتصاد مخطط
Plantation Slavery,عبودية المزارع(في الولايات المتحدة)
Plastic Arts,فنون تشكيلية
Platform,برنامج سياسي
Platitude,تفاهة
Platonism,أفلاطونية
Plausibility,معقولية
Plausibility Crisis,أزمة مصداقية
Plenitude,امتلاء
Plural Societies,مجتمعات تعددية
Pluralism,تعددية
Pluralistic,تعددي
Plutocracy,حكم الأثرياء
Poetics,شعرية
Point of Reference,نقطة مرجعية
Points of Settlement and Commerce,محطات استيطان وتجارة
Polarity,تقاطب
Polarization,استقطاب
Polemic,جدلي
Polemical,جدلي
Polemical Relationship,علاقة جدلية
Police states,دول بوليسية
Policy,سياسة / تخطيط
Political and Ideological Configuration,أوضاع سياسية وأيديولوجية
Political Culture,ثقافة سياسية
Political Discourse,مسار أو محاضرة أو خطاب سياسي
Political Dislocation,إزاحة سياسية
Political Economy,اقتصاد سياسي
Political Options,خيارات سياسية
Political participation,مشاركة سياسية
Political Radicalization,"جذرية سياسية (تطرف سياسي، إذا أخذناها بالمعنى
السلبي)"
Political Struggle,صراع سياسي
Political-Economic Stalemate,مأزق سياسي اقتصادي خطير
Polities,كيانات سياسية
Polity,سياسة/حكومة/ نظام الحكم
Polyandry,تعدد أزواج المأرة
Polygeny,تعدد الأسلاف (الأصول العرقية)
Polytheism,تعدد اﻵلهة / الشرك
Poor Law Amendment Bill,مشروع تعديل قانون إعانة الفقراء
Pop Art,الفن الشعبي
Population (s),سكان/ كتل سكانية
Populism,نزعة شعبوية
Populist,"شعبوي/ شعب (عضو حزب الشعب الأمريكي الذي دعا للحد من الملكية الخاصة، وسيطرة الحكومة على
السكك الحديدي(1891))"
Populus,شعب
Pornography,إباحية
Portfolio,محفظة مالية
Positive Feedback,ملاحظات إيجابية
Positive Statute,قانون القطعه
Positivism,مذهب وضعي/ وضعية
Positivist,وضعي
Post - Renaissance,حقبة ما بعد عصر النهضة (الأوروبية)
Post modernism,ما بعد الحداثية
Post modernist,ما بعد الحداثي
Post modernity,ما بعد الحداثة
Postconventional,لاحق للتقليد
Post-Industrial Age,عصر مابعد صناعي
Postmellenialism,بعد الألفية
Postmodern,لاحق للحداثة
Postmodern Architecture,عمارة مابعد الحداثة
Postmodernism,مابعد الحداثة
Postmodernity,مابعد الحداثة
Postnationalism,عصر مابعد الوطنية
Postulate,مسلمة
Power Loom,مغزل ﺁلي
Powerful Agglomeration,تكتل قوي
Practical Reason,عقل عملي (كانط)
Practices,أنشطة
